A0MTQ2	Q57842	37.500	24	15	0	98	121	318	341	1.2	28.5
Q52VH2	Q7YTB0	22.628	137	85	5	69	185	466	601	1.6	28.1
P37893	B7V612	24.706	85	47	3	456	539	72	140	0.40	31.2
O14124	B0Y7Q2	25.882	85	54	2	113	189	502	585	0.22	31.2
Q2S6U2	Q8EKR8	38.228	429	261	2	6	431	8	435	1.16e-99	302
M1VV65	P54855	37.931	29	18	0	50	78	256	284	1.5	28.5
P59825	B8ZNT8	29.316	614	349	17	64	615	167	757	2.15e-63	220
Q82MI6	B8ZNT8	26.135	639	378	18	58	635	151	756	3.66e-49	181
O35010	Q9JUE0	29.070	86	57	2	166	249	405	488	0.69	28.9
Q6Q4G4	C4L7S5	27.273	77	53	2	318	391	51	127	0.43	30.4
E6R6G5	C4JTD3	38.552	511	250	10	54	551	35	494	9.05e-117	361
D4ASE6	A1CUJ5	44.383	543	242	9	1	484	1	542	3.04e-171	491
Q6FTM9	E7NHF8	39.390	721	360	16	23	703	27	710	4.45e-145	439
Q3T905	Q89A59	26.957	115	69	5	192	297	115	223	1.6	28.1
P50848	A7SCH8	44.828	29	16	0	188	216	379	407	0.40	30.4
Q9HTZ1	Q1GVM0	30.556	72	49	1	44	115	345	415	0.039	32.7
Q9RX25	A4W870	42.529	174	91	3	1	171	1	168	1.30e-39	133
Q8ENE4	Q735N6	38.579	197	119	2	1	195	1	197	3.23e-48	154
Q56W64	A1AVQ7	30.645	62	31	3	83	133	219	279	3.5	26.6
P0DOK0	A9VR36	40.580	69	34	4	140	205	218	282	1.1	30.0
Q2HRB6	Q72VI6	41.463	41	21	1	8	48	96	133	0.47	30.4
Q4A696	B0TFI9	43.582	631	313	6	246	875	183	771	2.19e-169	510
P36184	O35186	36.533	323	182	7	2	302	6	327	3.34e-68	213
Q9I9L7	A1AXE0	25.287	87	50	3	39	113	781	864	1.9	28.1
Q504J1	A6QIQ6	34.884	43	20	1	171	213	67	101	0.71	28.9
Q9J7Z0	A8GF82	31.148	61	37	1	169	224	196	256	1.0	28.9
Q8NKW5	B8GV07	30.769	52	32	1	151	198	5	56	0.45	28.1
Q5A651	P00793	24.432	352	212	11	42	374	50	366	1.93e-16	77.8
Q46085	Q5LS56	37.736	53	26	2	921	973	61	106	0.028	35.0
P47154	O27726	28.571	49	31	1	220	268	8	52	2.1	27.3
G5EFD9	A8LL57	34.000	50	30	1	844	890	154	203	3.2	28.5
Q9XUV0	P30656	41.132	265	140	4	20	275	23	280	1.28e-62	196
Q8SR11	Q0W2D6	29.897	194	124	3	2	187	1	190	6.70e-24	91.7
B1L6S7	Q0W2D6	37.949	195	116	3	4	195	8	200	4.02e-45	146
Q72UH6	B1HTV3	48.848	217	111	0	1	217	1	217	3.38e-75	224
Q9F464	Q2QMN7	36.946	406	250	5	11	410	76	481	1.46e-73	235
Q75FT0	B2TLQ3	43.624	149	82	2	9	156	6	153	1.76e-34	116
C5CFQ7	P58080	39.952	413	236	7	1	401	1	413	2.02e-91	279
Q6MJP9	O31200	40.253	395	218	6	34	418	13	399	6.40e-89	273
Q5WBJ6	Q3AC01	29.018	448	278	11	2	437	1	420	1.62e-48	169
B9E7J8	Q893K6	33.229	319	194	6	2	301	6	324	1.52e-57	186
Q2ST29	A4STJ8	26.744	86	46	3	232	300	333	418	2.1	27.7
C4LSS0	B7NI01	26.984	189	112	7	91	278	119	282	3.32e-09	54.3
Q38WN0	C0ZCC7	48.634	183	90	3	8	189	8	187	5.78e-60	182
B5Y6R9	Q3A091	45.669	254	132	3	1	250	1	252	8.42e-74	224
P47718	P9WPH3	34.746	118	69	4	16	132	18	128	4.01e-15	64.7
P82605	Q03217	45.161	310	164	4	7	311	8	316	9.85e-95	283
P10045	Q03217	44.937	316	169	2	4	314	7	322	9.34e-93	279
Q6RWK4	Q03217	33.115	305	184	7	9	297	10	310	1.54e-49	166
A9NEX8	B1KFS0	46.473	241	127	2	1	239	1	241	1.71e-71	217
A8KRL3	A8H3E4	25.275	91	60	3	55	138	40	129	5.5	25.0
Q9WY68	Q8U4R3	40.063	317	180	8	2	312	14	326	2.70e-61	195
A8ABE2	B1Y9N2	36.145	166	97	4	4	166	11	170	3.13e-23	88.2
Q7VB43	B0C1T2	40.670	209	104	6	2	207	5	196	4.14e-48	154
Q568Q0	Q9SJC4	29.091	165	91	6	32	188	93	239	4.10e-08	51.2
Q6DRI7	Q8GY84	29.508	427	220	12	195	606	15	375	5.30e-46	167
Q9VL25	Q9BKQ8	39.515	701	383	14	6	686	23	702	2.85e-161	479
O14147	Q1WVI7	28.571	91	59	3	12	98	7	95	0.016	35.8
O15821	Q54431	30.664	512	308	12	1	486	1	491	3.70e-64	214
Q55BW0	Q4R379	37.791	172	104	3	1	172	12	180	2.09e-37	129
P31021	P61585	43.842	203	87	3	22	214	7	192	1.24e-55	173
Q715L4	Q27640	36.585	41	24	2	74	113	138	177	1.4	27.7
Q5DGJ1	A7SCH8	37.587	431	230	8	12	432	58	459	1.38e-96	295
Q54Q04	A7SCH8	46.341	451	222	7	9	448	14	455	1.01e-136	398
Q8U671	G5EBI4	25.472	106	75	2	30	131	127	232	5.86e-05	41.6
P64304	G5EBI4	23.264	288	193	6	14	281	117	396	1.58e-19	85.1
P22643	G5EBI4	30.435	115	78	2	34	148	127	239	7.87e-09	53.5
Q98A07	A4G060	21.591	352	230	15	48	369	48	383	1.77e-08	53.1
Q8TXD4	B3QM53	29.944	177	92	7	3	148	4	179	2.77e-11	56.2
Q8RGF2	A8MJ83	47.782	293	152	1	5	296	2	294	1.04e-93	277
Q54DA9	P0AEP7	22.136	515	343	16	1	497	4	478	2.24e-29	120
Q9V7Y2	A4G060	29.573	328	198	13	108	417	1	313	6.40e-36	135
O13940	Q07510	29.333	75	41	2	263	331	315	383	2.4	27.3
P0CL20	Q9DCU9	28.571	238	167	3	9	246	31	265	1.08e-26	104
Q9Z4W7	O25869	35.351	413	236	10	104	506	106	497	1.37e-71	234
Q609A0	Q2Y5S2	37.736	159	93	2	4	158	23	179	2.72e-26	95.9
Q9PHU4	Q0S0K2	36.772	378	189	9	2	333	3	376	7.56e-77	239
Q97L63	P32451	25.333	150	103	5	87	232	98	242	0.11	31.6
Q39055	Q0SS32	38.110	328	191	6	68	390	3	323	3.61e-68	216
Q485S0	C1KWN3	27.273	88	49	3	69	141	26	113	2.0	27.3
Q7URN0	Q48QG7	41.434	251	145	1	1	251	1	249	1.20e-59	188
O26666	Q65M66	34.529	223	123	7	4	205	18	238	1.53e-26	100
E3E7F9	P50933	42.308	52	20	2	400	441	89	140	0.14	31.6
A0A3D9VCI6	Q6CYN3	36.170	47	30	0	697	743	174	220	0.083	33.1
Q89YR9	Q835J5	39.583	48	24	1	630	672	318	365	3.7	27.7
D5SL78	E3VWJ0	36.306	314	193	5	2	309	3	315	5.29e-55	180
Q2S2D3	B3R7B8	46.197	355	174	6	12	358	6	351	6.38e-91	275
A9FZ87	D9XD61	25.312	320	228	3	18	326	7	326	1.11e-24	99.8
Q5NGY3	Q4ZM34	40.146	274	160	3	1	274	1	270	1.49e-76	231
Q67R59	P55045	44.118	272	151	1	1	272	1	271	1.30e-76	233
P53397	Q8CWX8	27.660	47	34	0	116	162	407	453	1.7	28.1
Q9HQD5	Q891Q1	41.923	520	283	6	6	521	7	511	1.89e-128	382
P33074	Q3BUL6	57.143	21	9	0	51	71	35	55	1.7	26.6
A0A8V1ABE9	B8J2K3	28.750	80	48	2	133	212	127	197	1.7	27.7
A0JMM9	B5BBA5	31.667	60	28	1	90	149	182	228	0.56	27.7
O13843	B5ZZ10	29.054	148	84	6	9	156	8	134	5.83e-16	69.3
P32459	B5ZZ10	25.828	151	85	5	9	158	10	134	1.45e-09	52.4
A5EXM4	A4XSW1	50.685	292	142	2	1	292	1	290	1.36e-93	276
Q2S3M1	A6LA57	42.182	275	159	0	4	278	3	277	1.40e-78	238
Q11VI2	A6LA57	48.699	269	137	1	6	273	8	276	4.88e-99	290
Q8TX58	A4VKC4	29.771	131	71	7	34	157	140	256	0.26	29.6
Q7V9H9	A7X5J1	24.227	194	111	10	33	214	24	193	0.001	37.0
Q8KFK8	Q0SS32	29.000	100	58	5	24	111	6	104	0.009	33.9
Q59829	P53780	34.513	339	204	5	58	383	122	455	1.63e-56	189
Q93QC6	Q5SHW0	33.978	362	215	11	14	368	9	353	3.29e-55	182
P14187	Q552W5	34.821	224	97	11	108	326	30	209	3.55e-33	120
P81296	Q5B3K6	44.206	233	122	5	11	239	50	278	6.89e-62	197
P59014	Q2NA95	54.054	148	68	0	2	149	3	150	2.42e-46	151
Q7M438	Q5B3K6	28.667	150	90	3	59	191	88	237	3.11e-16	73.9
C1F1C7	B7GF12	31.348	319	193	6	6	313	7	310	5.20e-45	153
Q8D226	Q7W515	36.842	323	199	2	3	321	34	355	1.54e-86	261
A9B546	B7GF12	40.909	308	172	6	1	302	1	304	1.77e-76	234
A1SD28	B8G2K7	38.987	395	232	2	1	387	1	394	2.41e-92	280
P61817	Q9M9H6	30.000	70	39	3	197	266	270	329	0.48	28.9
Q55451	B3CRQ1	26.882	93	45	4	139	208	133	225	0.28	30.4
Q8TY71	Q0W3B6	37.676	284	135	10	1	252	4	277	7.54e-44	148
Q97FV2	B6YS11	33.935	277	168	6	18	287	5	273	7.75e-47	157
A0Q5S7	Q9RKF7	20.408	196	145	4	98	287	99	289	5.59e-06	45.1
Q97WE5	Q4JCA7	38.284	303	177	4	1	293	1	303	4.19e-71	219
F8C4X8	Q9M0B6	41.411	326	169	7	5	310	91	414	1.31e-73	231
P75294	Q59072	37.255	51	31	1	186	236	288	337	0.10	31.2
Q55CV0	E3XA68	48.472	229	114	4	4	230	1	227	3.41e-71	214
C7RGH4	O67377	33.023	215	129	5	1	211	1	204	3.98e-26	102
D5SRZ4	O67377	36.596	235	119	7	20	252	3	209	3.42e-38	137
P0AEM0	O07046	29.710	138	94	3	9	146	7	141	1.23e-10	54.7
B8FA61	A5GF99	35.814	430	275	1	1	430	1	429	3.37e-87	270
Q1IRD7	A5GF99	30.238	420	286	6	20	436	8	423	7.18e-61	201
B2V7Q4	A1KSV1	36.683	199	118	5	3	197	6	200	3.24e-25	95.1
Q0ATJ7	P12289	45.146	206	111	1	5	208	9	214	2.36e-54	170
B5YGA0	B9KA57	49.849	331	161	2	5	335	6	331	6.24e-112	327
Q5WH45	B7IWE8	44.531	384	202	2	1	373	1	384	4.85e-112	330
O26154	A8EYM2	39.759	332	189	4	4	325	10	340	1.25e-76	236
Q9FHR8	P52046	32.685	257	159	4	17	272	11	254	1.06e-33	120
P00947	B8NXJ2	34.211	38	23	1	6	43	135	170	0.30	27.7
P32474	A4TRR6	23.810	105	62	4	388	483	490	585	0.11	32.3
Q86IA3	Q9P4X1	25.581	86	60	3	74	158	229	311	7.79e-04	38.5
Q86IA3	Q9P4X1	23.377	77	50	3	197	273	232	299	0.14	31.6
P34329	A4TRR6	34.247	73	42	2	512	579	490	561	6.81e-05	43.1
P34329	A4TRR6	31.646	79	42	5	56	125	498	573	0.67	30.0
P34329	A4TRR6	26.733	101	63	5	167	259	498	595	1.1	29.6
O43976	Q97C22	28.571	42	30	0	4	45	3	44	0.061	31.2
O06995	A3PNX3	28.313	166	104	6	1	159	1	158	3.83e-07	46.6
Q4FP74	C4K389	45.116	215	117	1	4	217	6	220	3.07e-65	200
Q1MPW7	A7GTE2	51.471	408	198	0	4	411	5	412	7.59e-155	442
Q8D3C8	B4S0D0	48.000	425	219	1	7	431	4	426	4.21e-159	453
Q8RFY7	A5D3M2	53.241	432	196	5	3	431	5	433	8.87e-168	476
Q51508	P9WFW8	45.320	203	107	3	261	460	167	368	3.83e-36	134
P23300	P9WFW8	40.070	287	161	4	115	391	86	371	8.21e-54	180
P0AEJ2	P9WFW8	39.394	330	182	7	72	390	48	370	9.09e-64	206
Q6FS81	Q9KTL4	25.397	189	104	8	5	161	2	185	8.72e-06	42.7
Q8TXJ7	C5BGI9	27.225	382	175	11	48	400	38	345	3.21e-16	76.6
A1RX33	Q6ING2	39.095	243	141	4	201	440	268	506	4.46e-46	164
P54974	Q7KWM5	36.170	47	23	2	318	360	125	168	0.34	30.0
Q59092	B9MRP4	21.429	420	294	12	17	423	26	422	3.28e-15	74.7
Q8A7J8	Q07585	33.333	63	31	3	344	396	280	341	0.85	29.3
A8QFF6	B2RYN7	50.000	336	153	5	114	446	249	572	2.14e-99	306
Q7WZ32	A9I685	39.033	538	313	6	2	538	3	526	2.16e-124	374
P59698	Q747C7	42.857	525	294	5	2	525	3	522	9.94e-144	422
Q58434	O29605	44.828	261	136	5	14	269	6	263	4.27e-62	214
Q58434	O29605	40.773	233	123	5	432	659	277	499	2.49e-42	159
A3MSA1	P0CQ87	32.231	121	71	6	290	403	398	514	8.50e-05	43.1
D5ECW5	P41513	46.988	830	398	8	12	803	7	832	0.0	715
Q9X9Q7	Q91571	37.500	32	20	0	10	41	665	696	1.1	27.3
B1L3E4	A4WLP0	36.432	667	348	23	4	632	2	630	1.82e-104	327
P61760	Q8Q054	38.899	527	285	13	356	864	290	797	2.98e-110	361
P61760	Q8Q054	42.793	222	118	6	2	219	32	248	1.92e-48	184
Q8R9C7	Q8CSY8	39.951	811	459	10	1	794	1	800	0.0	582
Q8EG64	Q71YZ5	26.100	341	191	14	200	531	112	400	1.32e-15	77.0
Q838K1	Q71YZ5	42.380	479	250	5	2	474	3	461	1.19e-134	394
P39518	Q4R4P9	24.587	606	383	19	166	738	160	724	8.39e-36	142
O54075	Q72LY9	34.906	106	63	2	309	408	516	621	6.14e-11	61.6
Q9USQ7	Q03101	35.714	42	23	1	481	518	298	339	0.35	31.2
B0R6W9	Q4JCP0	35.417	240	147	4	30	266	24	258	3.30e-43	145
I3R584	O27612	35.733	375	231	7	77	445	72	442	4.31e-71	229
Q3M5M3	C0PVN0	28.533	375	223	6	5	357	5	356	2.76e-47	162
Q73JN2	B2S3Q9	43.266	349	194	3	1	349	2	346	3.70e-109	322
Q4FPK6	Q4UKN9	43.450	458	252	5	9	460	14	470	3.14e-122	362
B4S0P6	A0Q635	32.075	212	118	5	1	205	1	193	1.20e-29	108
B7GHM4	B4RJZ8	37.017	181	101	5	1	174	1	175	1.03e-33	118
A1VY27	Q1GT35	32.961	179	106	6	5	173	6	180	4.81e-27	99.8
Q607F5	C5B7T0	39.901	406	221	10	20	415	22	414	6.36e-70	225
Q2GC97	Q1RGN9	31.959	194	124	3	26	215	20	209	1.55e-27	108
Q9KGH8	Q1RGN9	23.676	321	222	8	21	335	22	325	9.08e-16	76.3
P54420	P49094	29.648	398	232	11	1	384	1	364	1.99e-41	156
P54420	P49094	39.189	74	37	3	482	547	380	453	4.54e-04	40.4
O08317	Q8CXH8	41.598	363	193	4	2	352	3	358	9.95e-93	279
A8AC69	B2UZ05	34.066	182	117	2	4	183	6	186	3.03e-30	112
Q8RM04	A8AJX4	28.916	83	45	3	603	684	54	123	0.41	30.4
Q5P5G4	A1JP53	25.385	130	72	5	142	253	57	179	0.57	30.8
D3DJ41	Q212A9	21.277	329	212	12	23	327	9	314	4.51e-05	43.5
O28837	C3MU91	46.847	333	163	8	1	324	1	328	1.80e-95	284
A9F3W3	A7MT54	32.323	693	388	20	28	670	8	669	3.27e-87	284
Q4FPL3	A6WZR6	38.604	702	375	12	20	674	28	720	9.91e-175	513
Q9ZGE6	O24133	42.251	684	366	11	6	666	80	757	2.10e-171	506
O47478	Q4WHW0	42.105	19	11	0	33	51	41	59	5.4	24.6
Q34944	P49714	64.286	14	5	0	68	81	272	285	6.7	24.3
P48925	P0CY45	28.986	207	107	4	21	188	34	239	5.56e-19	79.3
B8H363	Q07VU4	31.420	331	212	6	96	421	85	405	3.14e-40	147
Q98QB7	P56294	34.483	406	228	7	20	403	36	425	1.19e-79	255
P52607	Q3SVJ1	30.415	434	276	12	21	432	8	437	1.81e-49	172
Q8KDT8	Q2RLE0	30.127	551	336	16	162	703	161	671	4.39e-51	187
Q8VNW3	Q2RLE0	45.352	710	330	11	26	726	18	678	0.0	531
Q8ZWI8	Q2RLE0	43.948	694	353	12	14	699	11	676	2.37e-165	489
H6LC28	Q9JVQ2	49.215	191	92	2	6	191	7	197	9.72e-56	172
H6LC29	Q9JVQ2	32.075	159	97	2	2	149	3	161	1.78e-16	71.6
Q67ZF6	A5D9A7	28.902	173	118	2	16	185	8	178	2.14e-22	89.7
B9DFX7	Q9R6X1	25.304	494	314	10	336	812	132	587	3.33e-32	131
Q6FFL0	P0A9X1	45.299	234	119	3	9	235	3	234	4.25e-67	206
P37278	Q9YH26	31.182	1007	553	23	21	925	44	1012	2.72e-129	412
Q3ISC1	Q2ISN3	38.750	240	126	3	1	224	1	235	1.47e-49	160
O66674	B8ITG7	38.961	77	42	3	1	73	4	79	2.91e-06	45.4
Q6NA00	Q10V16	37.759	241	133	5	23	254	3	235	3.53e-46	153
A6TUN0	Q81X26	44.355	620	329	4	18	629	6	617	0.0	540
Q85G35	B2UCW7	44.135	827	377	14	2	762	22	829	0.0	673
C0QZS7	A8G9T6	45.729	995	408	15	11	976	9	900	0.0	828
P42954	Q8ELQ6	25.532	235	139	4	5	220	2	219	4.26e-17	80.1
Q9WXX0	Q65E55	44.910	501	260	6	15	511	3	491	5.07e-145	423
Q831L8	Q7N6Z2	25.877	228	146	5	43	248	18	244	4.22e-18	82.8
Q9C8T1	Q478L3	37.368	190	114	3	15	201	6	193	3.60e-34	119
Q0A808	Q478L3	42.487	193	110	1	14	206	2	193	1.55e-39	133
Q28VL7	Q9KS33	41.753	194	113	0	19	212	37	230	4.94e-46	154
