ID,P09923,P05186,P05187,P10696,A0A2R8YDJ8|1,A0A2R8YDJ8|2,O60729|1,O60729|2,Q16667,P28562,Q05923,Q13115,Q16690,Q9Y6W6,O75319,Q9UNI6,Q6FI36,Q8NEJ0,Q9H596,Q4G0W2,Q9H1R2,Q9NRW4,Q8WTR2,Q9BVJ7,Q68J44,Q9UII6,Q9BV47,Q5VZP5,P51452,Q16828,Q16829,Q99956,Q9BY84,Q13202,O95278,Q93096,Q12974,O75365,A2A3K4,Q8WUK0,O60942,Q8WYL5,Q76I76,Q8TE77,Q8WUJ0,Q9Y6J8,Q13496,Q13613,Q13614,Q9NXD2,A4FU01,Q9C0I1,Q8NCE2,Q13615,Q9NYA4,O95248,Q86WG5,Q9Y217,Q9Y216,Q96EF0,Q96QG7,Q9ULE6|1,Q9ULE6|2,O75061,O14976,P60484,Q9HBL0,Q63HR2,Q68CZ2,P56180,Q6XPS3,P18031,P17706,Q05209,Q99952,Q9Y2R2,Q12923,Q4JDL3,Q15678,Q16825,Q9H3S7,P26045,P29074,P54829,P35236,Q15256,Q06124,Q53XS4,Q6IQ43,P18433|1,P18433|2,P23469|1,P23469|2,P23467,Q9HD43,Q12913,Q16827,A0A087WZU1,P08575|1,P08575|2,Q2HXI4|1,Q2HXI4|2,P10586|1,P10586|2,Q13332|1,Q13332|2,P23470|1,P23470|2,P23471|1,P23471|2,Q5TG12|1,Q5TG12|2,P28827|1,P28827|2,O14522|1,O14522|2,Q92729|1,Q92729|2,Q16849,Q92932,Q92562,Q9Y2H2,Q9NTJ5,O43426,O15056,P24666,Q9NP77,P30304,P30305,P30307,Q99502,O00167,Q99504,A0A0S2Z3Q2,Q05D32,O95476,Q9Y5B0,Q9GZU7,O14595,O15194,Q3ZCQ8,Q8WVY7,Q9BXW7,Q9H0R4,Q9H008,Q96GD0,A6NDG6,P16118,O60825,Q16875,Q16877,P07738,Q6FHU2,P15259,Q8N0Y7,Q96HS1,P57075,Q8TF42,Q9NQ88,P11117,P15309,Q9BZG2,Q9NPH0,Q9UNW1,B7WPL9,A0A087WZV0,Q8TE99,Q9NRX4,Q9H0C8,Q9P0J1,Q9P2J9,O60346,Q6ZVD8,A8MPX8,P35813,O75688,Q8N819,O15297,Q8WY54,P49593,O15355,Q9ULR3,Q5JR12,Q96MI6,Q8N3J5,Q5SGD2,Q8NI37,Q15750,P13686,Q6ZNF0,P62136,P62140,P36873,P67775,P62714,Q08209,P16298,P48454,P60510,P53041,O00743,O14829,O14830,Q8IXW5
Q13332|2,0.13186,0.11816,0.11452,0.14593,0.15353,0.14012,0.11943,0.14654,0.11323,0.14266,0.1515,0.15115,0.12555,0.13404,0.13985,0.13098,0.17762,0.14604,0.14891,0.1547,0.14247,0.11444,0.13355,0.1363,0.11875,0.12563,0.1208,0.14715,0.13832,0.12527,0.12364,0.14999,0.1206,0.10686,0.14012,0.13162,0.11992,0.12502,0.17031,0.14668,0.12946,0.12611,0.13079,0.12305,0.12458,0.15,0.10238,0.10186,0.11828,0.09978,0.10395,0.1154,0.15071,0.10708,0.0981,0.12141,0.14001,0.11424,0.11932,0.10606,0.1089,0.11188,0.13493,0.11373,0.12485,0.15503,0.13722,0.10842,0.13113,0.15675,0.13486,0.2123,0.1848,0.25732,0.29108,0.27451,0.18396,0.19714,0.18995,0.1762,0.15165,0.21241,0.2119,0.13835,0.23531,0.17997,0.18318,0.17318,0.17242,0.30961,0.42119,0.254,0.32424,0.24573,0.2965,0.44952,0.25887,0.26557,0.22194,0.12224,0.37039,0.96898,0.36657,0.90606,0.37099,1.0,0.2365,0.29224,0.20144,0.26309,0.18574,0.15328,0.21795,0.17727,0.23003,0.16851,0.18436,0.18468,0.21554,0.22657,0.13317,0.13688,0.10554,0.12727,0.11878,0.13425,0.128,0.1194,0.12561,0.13683,0.14443,0.12064,0.12968,0.16302,0.16041,0.15256,0.18397,0.1326,0.14384,0.15009,0.13641,0.14568,0.12524,0.1042,0.16152,0.12527,0.12965,0.15359,0.13552,0.13464,0.12462,0.11917,0.12925,0.13786,0.11259,0.13043,0.1219,0.1369,0.17025,0.12807,0.13528,0.1076,0.10161,0.10996,0.12091,0.11677,0.1294,0.14879,0.10829,0.1083,0.12042,0.12564,0.14123,0.11384,0.12641,0.12115,0.12079,0.12384,0.11571,0.13852,0.11231,0.10877,0.11504,0.12964,0.12601,0.13963,0.12212,0.11732,0.13003,0.12264,0.11781,0.11342,0.10457,0.13368,0.13097,0.14927,0.12369,0.14347,0.11956,0.12718,0.12088,0.12678,0.12281,0.12328
P23470|1,0.131,0.10982,0.12342,0.11441,0.14867,0.14132,0.12858,0.13186,0.13869,0.1466,0.11415,0.14284,0.11695,0.12293,0.15937,0.14878,0.13081,0.12874,0.1256,0.13571,0.12944,0.14274,0.12951,0.12134,0.12188,0.14607,0.12691,0.12472,0.1474,0.12544,0.13674,0.13933,0.13481,0.12679,0.14298,0.11446,0.12231,0.11948,0.13606,0.12998,0.15112,0.12185,0.13712,0.14553,0.12996,0.11105,0.10345,0.11154,0.12946,0.10873,0.12921,0.12204,0.12235,0.11953,0.09862,0.11442,0.11739,0.10279,0.119,0.13706,0.1274,0.0995,0.12203,0.15598,0.11768,0.14706,0.13614,0.12041,0.13426,0.12076,0.13629,0.12101,0.18237,0.13685,0.18304,0.19796,0.22191,0.13746,0.15851,0.14151,0.1287,0.14981,0.24026,0.19191,0.14915,0.13444,0.20032,0.15764,0.26263,0.24859,0.17203,0.2327,0.1931,0.16388,0.17906,0.21926,0.22127,0.22792,0.22143,0.15492,0.31543,0.23758,0.30289,0.21614,0.32243,0.2365,1.0,0.16186,0.37771,0.14774,0.26405,0.17031,0.22136,0.17005,0.23602,0.17401,0.22357,0.13065,0.17495,0.14234,0.11989,0.12053,0.13619,0.10941,0.12929,0.13402,0.1394,0.12722,0.11279,0.14069,0.12561,0.12207,0.11458,0.1159,0.13457,0.12873,0.12356,0.12099,0.12199,0.1101,0.12292,0.13046,0.12551,0.12087,0.14229,0.13016,0.11816,0.12482,0.11273,0.12412,0.11661,0.11076,0.12365,0.11603,0.125,0.11023,0.12657,0.12688,0.12202,0.14721,0.11178,0.13168,0.14492,0.10238,0.12666,0.10962,0.09716,0.13061,0.12846,0.11588,0.09923,0.13552,0.11368,0.10996,0.11805,0.13086,0.11705,0.1104,0.12146,0.16667,0.10468,0.11376,0.10596,0.11919,0.1197,0.1327,0.12932,0.13246,0.13447,0.12034,0.12629,0.11624,0.11696,0.12558,0.13299,0.12601,0.12512,0.13223,0.13998,0.12425,0.13815,0.12093,0.12069,0.12251
P23470|2,0.13121,0.12779,0.1055,0.10088,0.14613,0.13053,0.15004,0.1335,0.1398,0.15987,0.16584,0.15741,0.14517,0.12904,0.14006,0.13061,0.2269,0.20279,0.19309,0.1397,0.12907,0.12982,0.17102,0.1297,0.13734,0.1311,0.13808,0.1558,0.15093,0.14611,0.12911,0.13544,0.14519,0.1251,0.13777,0.1181,0.12331,0.12938,0.14345,0.12785,0.12837,0.14114,0.13637,0.14725,0.13734,0.13161,0.11697,0.11283,0.13931,0.12119,0.12479,0.1169,0.12752,0.1388,0.12853,0.12089,0.14077,0.14621,0.13159,0.11368,0.12588,0.11202,0.12157,0.13202,0.11493,0.14172,0.13478,0.13181,0.16217,0.1408,0.11759,0.15785,0.16194,0.26411,0.24034,0.25744,0.242,0.18599,0.18424,0.14428,0.18057,0.19168,0.21841,0.20232,0.16108,0.12959,0.16391,0.13503,0.19476,0.20349,0.24847,0.32984,0.27397,0.19611,0.30257,0.17659,0.17478,0.25061,0.31004,0.1649,0.24899,0.28971,0.23407,0.2669,0.22126,0.29224,0.16186,1.0,0.18237,0.60321,0.21054,0.20419,0.17616,0.21257,0.19096,0.22776,0.15807,0.1773,0.21966,0.22947,0.11464,0.12464,0.11951,0.09873,0.13969,0.12824,0.13991,0.12047,0.13934,0.12904,0.13278,0.14485,0.13247,0.13239,0.15119,0.16809,0.13987,0.15609,0.16442,0.15841,0.13093,0.1809,0.10713,0.12362,0.11634,0.1323,0.13275,0.13088,0.13345,0.16573,0.1467,0.12523,0.12019,0.15303,0.11671,0.13858,0.12867,0.11502,0.15986,0.11298,0.12485,0.1427,0.11255,0.11833,0.11357,0.12428,0.10999,0.1262,0.10347,0.12886,0.12536,0.14483,0.13334,0.10251,0.10597,0.13941,0.12215,0.10559,0.14293,0.13756,0.11271,0.11336,0.1117,0.10585,0.10434,0.13015,0.11587,0.10655,0.13882,0.14935,0.12657,0.14085,0.13589,0.11968,0.11013,0.12843,0.11863,0.1248,0.16271,0.10853,0.14099,0.10882,0.10281,0.1392
P23471|1,0.10087,0.10229,0.10058,0.12102,0.13483,0.13538,0.12776,0.12486,0.11885,0.12824,0.13863,0.13512,0.13044,0.12263,0.13038,0.15035,0.12191,0.13551,0.15001,0.13714,0.12426,0.12754,0.11673,0.1438,0.15259,0.14599,0.1251,0.15575,0.11762,0.13558,0.1166,0.13112,0.13137,0.12612,0.12322,0.12825,0.1435,0.12565,0.13963,0.14209,0.11021,0.13192,0.12991,0.11327,0.11735,0.1146,0.12767,0.12203,0.13811,0.10891,0.1351,0.11088,0.11849,0.11171,0.10991,0.10801,0.11251,0.10755,0.14309,0.12394,0.10839,0.13502,0.13217,0.13728,0.11153,0.12049,0.12962,0.1205,0.14412,0.11016,0.11232,0.12711,0.1491,0.163,0.21219,0.16871,0.18642,0.16824,0.11637,0.16007,0.1709,0.15383,0.26329,0.16191,0.16703,0.16178,0.16511,0.17427,0.21087,0.22619,0.21506,0.24835,0.23532,0.16348,0.20189,0.19178,0.18684,0.22538,0.20683,0.16468,0.31876,0.20573,0.32902,0.19876,0.31071,0.20144,0.37771,0.18237,1.0,0.17582,0.2341,0.15296,0.2373,0.131,0.26589,0.14777,0.28239,0.15997,0.17836,0.15941,0.11099,0.12039,0.12937,0.1377,0.11381,0.10867,0.1268,0.12276,0.13149,0.12459,0.1183,0.14178,0.12034,0.12877,0.11731,0.10823,0.13867,0.11843,0.12087,0.12723,0.12013,0.15201,0.16353,0.12913,0.11826,0.11703,0.17236,0.13079,0.15097,0.15499,0.13394,0.11782,0.11858,0.12081,0.11737,0.1138,0.12367,0.10576,0.14239,0.11137,0.11035,0.11367,0.11476,0.10729,0.11092,0.10315,0.09725,0.14028,0.11467,0.1317,0.12074,0.14068,0.1272,0.12066,0.10495,0.11441,0.1476,0.1206,0.12501,0.12588,0.1284,0.12078,0.11585,0.12585,0.10315,0.12714,0.11374,0.1279,0.12065,0.11081,0.13942,0.1398,0.12717,0.12998,0.12905,0.13021,0.12872,0.13394,0.12278,0.1193,0.15262,0.12877,0.11055,0.12031
P23471|2,0.13701,0.10669,0.12914,0.11308,0.12551,0.13421,0.15482,0.12281,0.12321,0.11907,0.13222,0.11111,0.11884,0.14565,0.14786,0.13908,0.1962,0.18916,0.17353,0.13094,0.13793,0.13349,0.14837,0.13024,0.15477,0.13002,0.13311,0.13151,0.14886,0.12238,0.12554,0.12355,0.14679,0.13045,0.15224,0.1439,0.1336,0.12525,0.12599,0.15561,0.10896,0.13613,0.11991,0.14946,0.11795,0.12416,0.11544,0.12202,0.10862,0.09983,0.12338,0.12334,0.13386,0.11423,0.11476,0.13555,0.11665,0.12745,0.09948,0.09729,0.11968,0.13404,0.12016,0.12472,0.12701,0.11701,0.16264,0.13136,0.13003,0.12475,0.12735,0.17997,0.12923,0.23096,0.21176,0.20881,0.23798,0.21565,0.1528,0.1381,0.19475,0.17701,0.19216,0.1463,0.16591,0.1396,0.16966,0.14004,0.16155,0.20323,0.26031,0.29632,0.20257,0.16142,0.29567,0.2329,0.18507,0.22973,0.27805,0.15059,0.20637,0.25882,0.20663,0.24157,0.20828,0.26309,0.14774,0.60321,0.17582,1.0,0.21648,0.19924,0.18983,0.21641,0.20222,0.20294,0.17014,0.18678,0.19301,0.18983,0.11087,0.1107,0.09965,0.11756,0.11308,0.11916,0.15474,0.11498,0.11812,0.15785,0.14714,0.12567,0.13494,0.14048,0.15313,0.13073,0.15559,0.14676,0.16183,0.14663,0.12263,0.13104,0.10246,0.13972,0.12014,0.12299,0.11903,0.12287,0.12659,0.16684,0.13922,0.11683,0.12893,0.13155,0.13317,0.13059,0.12991,0.13648,0.12324,0.13452,0.11326,0.12609,0.11043,0.10661,0.11125,0.10522,0.11214,0.13558,0.11664,0.10268,0.10946,0.1202,0.11934,0.10625,0.10286,0.13303,0.14191,0.12067,0.11723,0.11195,0.11315,0.10542,0.11714,0.1175,0.13342,0.1309,0.12648,0.11679,0.12535,0.12805,0.14306,0.13747,0.13183,0.13585,0.13229,0.15802,0.16064,0.13938,0.12866,0.10286,0.12955,0.10852,0.10025,0.13501
Q5TG12|1,0.11151,0.11562,0.1064,0.10959,0.12958,0.11347,0.12466,0.16078,0.14292,0.14414,0.13842,0.11594,0.1507,0.12204,0.12968,0.12066,0.11213,0.12753,0.125,0.12907,0.14078,0.12319,0.12034,0.14573,0.12329,0.12,0.14234,0.12111,0.13715,0.12325,0.11848,0.12536,0.10837,0.13472,0.14372,0.12437,0.12242,0.1476,0.13188,0.14396,0.121,0.13226,0.12042,0.15948,0.116,0.12304,0.14019,0.10189,0.12293,0.13363,0.11649,0.12196,0.11851,0.12748,0.1133,0.11116,0.14762,0.12387,0.11915,0.10896,0.11795,0.11136,0.11755,0.13644,0.13769,0.12259,0.13457,0.1323,0.12947,0.13092,0.14724,0.13782,0.16573,0.19546,0.21566,0.20764,0.17722,0.18288,0.14372,0.19142,0.15222,0.16757,0.25864,0.2524,0.22887,0.19674,0.15632,0.18331,0.22116,0.27353,0.17863,0.2964,0.18843,0.19613,0.14385,0.19476,0.2284,0.27524,0.27722,0.1732,0.31488,0.18959,0.30574,0.17086,0.30792,0.18574,0.26405,0.21054,0.2341,0.21648,1.0,0.19733,0.54885,0.2009,0.53757,0.19016,0.46551,0.17264,0.15087,0.15504,0.11877,0.12508,0.13286,0.12376,0.11784,0.11086,0.13075,0.12627,0.15919,0.14668,0.10761,0.11152,0.12647,0.1196,0.14776,0.14215,0.1289,0.13538,0.12488,0.13213,0.12783,0.11279,0.13554,0.14744,0.11377,0.13342,0.1238,0.1158,0.12967,0.11989,0.11691,0.12205,0.12266,0.12725,0.11542,0.11238,0.1176,0.12796,0.14044,0.12021,0.11889,0.12725,0.10288,0.11971,0.10827,0.10647,0.10455,0.14114,0.12046,0.11903,0.11203,0.13429,0.14245,0.11453,0.11815,0.10182,0.13159,0.12862,0.14571,0.11893,0.11502,0.13524,0.10478,0.13128,0.13236,0.13385,0.14294,0.11936,0.11337,0.14341,0.14092,0.14507,0.14062,0.13559,0.13565,0.12585,0.12945,0.13914,0.11123,0.10144,0.12375,0.11159,0.13432,0.13187
Q5TG12|2,0.13439,0.13583,0.12049,0.12091,0.15121,0.12649,0.13209,0.11525,0.14177,0.12537,0.11924,0.12115,0.11197,0.12809,0.12836,0.1436,0.14315,0.1333,0.13359,0.13679,0.15414,0.13546,0.14036,0.14372,0.13171,0.13484,0.12848,0.12701,0.13536,0.11234,0.12441,0.12993,0.13894,0.15013,0.13542,0.15018,0.14299,0.13713,0.13678,0.13443,0.14284,0.13078,0.1335,0.13171,0.12389,0.11904,0.12199,0.12046,0.11597,0.10887,0.10706,0.10326,0.16136,0.12274,0.11039,0.10479,0.10988,0.11221,0.11577,0.11383,0.12132,0.13831,0.11464,0.13255,0.16697,0.12104,0.15142,0.13608,0.12129,0.13327,0.12879,0.14258,0.14095,0.1655,0.19109,0.18391,0.14263,0.13486,0.14561,0.13112,0.18084,0.17287,0.1975,0.11434,0.13817,0.12015,0.17697,0.19734,0.17066,0.26742,0.2322,0.2454,0.1802,0.2256,0.25542,0.16562,0.16627,0.14874,0.1981,0.15521,0.1589,0.15545,0.15329,0.14927,0.16502,0.15328,0.17031,0.20419,0.15296,0.19924,0.19733,1.0,0.1966,0.75114,0.17605,0.7297,0.18858,0.35732,0.16171,0.13699,0.12957,0.11575,0.13322,0.11795,0.12388,0.11569,0.13091,0.13224,0.13817,0.13684,0.13158,0.1113,0.14281,0.1414,0.12659,0.13297,0.14022,0.1473,0.17619,0.14864,0.15332,0.14656,0.11171,0.11548,0.1415,0.12529,0.1256,0.13468,0.14614,0.16225,0.12974,0.14205,0.11438,0.10624,0.10744,0.10533,0.11173,0.12022,0.11278,0.12959,0.13665,0.13534,0.13016,0.10577,0.10768,0.1155,0.10897,0.12466,0.11809,0.12046,0.11553,0.13204,0.12458,0.09969,0.12668,0.11536,0.13668,0.09986,0.13809,0.13547,0.11252,0.10757,0.1175,0.10799,0.11308,0.12089,0.1124,0.12241,0.13891,0.15431,0.11309,0.1197,0.11784,0.14114,0.12895,0.12128,0.12304,0.1192,0.14598,0.12879,0.13739,0.12856,0.11969,0.12396
P28827|1,0.10664,0.11087,0.10847,0.11154,0.13332,0.12745,0.10991,0.13756,0.12794,0.12246,0.1139,0.13051,0.14272,0.15995,0.12465,0.14709,0.11794,0.16039,0.13427,0.14874,0.12692,0.13559,0.13037,0.12818,0.13077,0.11943,0.12002,0.14166,0.12371,0.15411,0.12707,0.1292,0.1401,0.12048,0.11771,0.15079,0.13933,0.13343,0.12298,0.11881,0.14477,0.13054,0.13703,0.14491,0.14096,0.15509,0.12706,0.10594,0.12895,0.11569,0.12133,0.09496,0.13613,0.11622,0.10793,0.14226,0.12043,0.11339,0.11712,0.10991,0.11447,0.1446,0.13632,0.13061,0.12634,0.15221,0.1322,0.11914,0.12239,0.13307,0.15876,0.16183,0.1897,0.19106,0.16881,0.19013,0.20697,0.19443,0.19469,0.20024,0.21121,0.22687,0.20237,0.26647,0.33105,0.2821,0.15649,0.15369,0.22317,0.26179,0.20379,0.26177,0.20913,0.24357,0.16993,0.30271,0.29377,0.27108,0.24598,0.17162,0.30535,0.22702,0.30876,0.22822,0.29447,0.21795,0.22136,0.17616,0.2373,0.18983,0.54885,0.1966,1.0,0.18894,0.83101,0.17133,0.60914,0.16037,0.17301,0.18028,0.12091,0.10756,0.12828,0.12345,0.14047,0.14537,0.12939,0.13988,0.15763,0.14087,0.12684,0.1404,0.11958,0.15411,0.13296,0.13879,0.13948,0.13702,0.12658,0.12717,0.12391,0.13601,0.12758,0.13946,0.12219,0.13428,0.13114,0.1433,0.13292,0.13903,0.14097,0.13952,0.12318,0.12548,0.11969,0.11877,0.12162,0.13229,0.14233,0.11573,0.12103,0.14815,0.11678,0.10367,0.12945,0.125,0.12496,0.15272,0.10753,0.13493,0.11397,0.12832,0.16418,0.11413,0.10732,0.13182,0.13063,0.10578,0.12293,0.15893,0.10692,0.10398,0.11293,0.10972,0.14709,0.13147,0.13248,0.12394,0.12405,0.127,0.14116,0.12731,0.14477,0.13294,0.13328,0.1419,0.14821,0.16689,0.15356,0.13444,0.14906,0.11234,0.10897,0.14293
P28827|2,0.11223,0.12734,0.10717,0.11085,0.13416,0.15473,0.11004,0.12823,0.12634,0.1452,0.11933,0.12663,0.13627,0.128,0.13129,0.16981,0.16489,0.11103,0.12333,0.13831,0.14349,0.12762,0.13226,0.12383,0.14142,0.12508,0.11074,0.12461,0.14153,0.1247,0.11996,0.12853,0.12749,0.12194,0.12056,0.13723,0.13651,0.14205,0.13963,0.10971,0.12113,0.11273,0.14089,0.1396,0.10995,0.10322,0.13086,0.11858,0.10794,0.12082,0.10964,0.10106,0.15693,0.12604,0.1026,0.10112,0.11415,0.12791,0.11091,0.11481,0.13336,0.13142,0.13122,0.1426,0.15059,0.11643,0.13498,0.12671,0.12749,0.13117,0.12157,0.13542,0.14088,0.16574,0.18542,0.16814,0.13046,0.15524,0.16454,0.12525,0.18364,0.19595,0.18702,0.15994,0.13291,0.11933,0.18591,0.19225,0.19705,0.25815,0.21416,0.24367,0.19374,0.23766,0.23423,0.17007,0.18809,0.18339,0.21662,0.14287,0.15009,0.18119,0.14834,0.18047,0.15199,0.17727,0.17005,0.21257,0.131,0.21641,0.2009,0.75114,0.18894,1.0,0.17706,0.82146,0.19066,0.35965,0.16445,0.12932,0.15421,0.10085,0.11595,0.12211,0.11612,0.12709,0.13263,0.11855,0.13178,0.12734,0.12752,0.12394,0.1118,0.11793,0.11242,0.13045,0.13802,0.1281,0.13964,0.14038,0.14545,0.1236,0.11612,0.1321,0.12986,0.12578,0.12716,0.13413,0.14089,0.14645,0.12843,0.14091,0.12484,0.11785,0.1067,0.11821,0.11852,0.117,0.11718,0.11117,0.12184,0.12408,0.10873,0.10481,0.09961,0.10419,0.10504,0.12055,0.10538,0.1251,0.12517,0.12366,0.13706,0.11518,0.12594,0.11375,0.13446,0.108,0.15407,0.14506,0.10849,0.11719,0.12526,0.11255,0.12729,0.10531,0.1423,0.1246,0.1112,0.1246,0.11857,0.11137,0.11696,0.14984,0.15406,0.1175,0.12088,0.12941,0.18249,0.11281,0.12017,0.11535,0.10947,0.14176
O14522|1,0.10622,0.11922,0.11422,0.11,0.13575,0.12531,0.12626,0.14532,0.12914,0.15435,0.14204,0.14072,0.15542,0.16092,0.16725,0.15394,0.15061,0.13493,0.1338,0.13198,0.14844,0.14421,0.14889,0.12144,0.11897,0.11692,0.12418,0.13822,0.11384,0.12976,0.14265,0.13134,0.15497,0.13579,0.12,0.16768,0.14636,0.12861,0.12037,0.12924,0.15854,0.12486,0.13653,0.13857,0.13089,0.16485,0.11455,0.10944,0.12039,0.10641,0.12491,0.11289,0.14953,0.1109,0.11339,0.13301,0.10876,0.1127,0.11712,0.10775,0.10776,0.12416,0.11763,0.12416,0.11918,0.12613,0.13723,0.13013,0.16391,0.12766,0.15194,0.17223,0.17836,0.20055,0.21193,0.21996,0.21037,0.20387,0.16348,0.18895,0.19535,0.25373,0.21881,0.25392,0.30448,0.27959,0.14439,0.15219,0.21669,0.2846,0.19816,0.27944,0.21989,0.23704,0.18445,0.26747,0.29048,0.29738,0.25779,0.1354,0.34375,0.23962,0.34778,0.23228,0.33157,0.23003,0.23602,0.19096,0.26589,0.20222,0.53757,0.17605,0.83101,0.17706,1.0,0.1725,0.59766,0.1588,0.15322,0.15429,0.12602,0.12985,0.13471,0.12119,0.12475,0.12563,0.12735,0.13009,0.14569,0.12844,0.11496,0.1359,0.12505,0.12235,0.13748,0.15375,0.14401,0.11939,0.12817,0.11445,0.15329,0.13815,0.11269,0.1245,0.1222,0.12256,0.11829,0.1311,0.1297,0.14979,0.12158,0.11948,0.11992,0.12656,0.11968,0.14232,0.1469,0.11388,0.13241,0.1239,0.12449,0.11151,0.1092,0.11662,0.10803,0.10857,0.14381,0.16942,0.1188,0.12035,0.11053,0.12992,0.17317,0.10668,0.12918,0.12008,0.13128,0.11317,0.11423,0.15387,0.11877,0.11843,0.10667,0.1233,0.14883,0.13288,0.15309,0.12949,0.11033,0.11517,0.12952,0.11272,0.12799,0.12205,0.12897,0.14142,0.15206,0.17532,0.14539,0.11973,0.15025,0.11537,0.10217,0.13304
O14522|2,0.13126,0.1168,0.12488,0.12332,0.14662,0.14215,0.12469,0.12807,0.12708,0.13592,0.11639,0.11632,0.15586,0.12898,0.11089,0.16221,0.16066,0.12617,0.11168,0.13262,0.14324,0.12289,0.13202,0.14731,0.12093,0.13422,0.13216,0.12017,0.11516,0.12475,0.12894,0.12441,0.12491,0.11779,0.12025,0.11765,0.12598,0.12879,0.13109,0.13211,0.12896,0.12792,0.1486,0.12324,0.11626,0.12764,0.11433,0.09858,0.11256,0.11119,0.13197,0.10968,0.1717,0.11813,0.10667,0.11257,0.12716,0.11639,0.11905,0.1132,0.1133,0.14255,0.10395,0.1221,0.14168,0.1285,0.13382,0.13558,0.11886,0.12176,0.11345,0.136,0.16606,0.176,0.21786,0.17709,0.12776,0.19323,0.16067,0.1295,0.18918,0.15835,0.17924,0.1393,0.14614,0.11725,0.1563,0.19631,0.17646,0.25948,0.21562,0.25396,0.16326,0.23543,0.24301,0.16787,0.19072,0.16353,0.19978,0.14827,0.16062,0.1778,0.1696,0.16295,0.1642,0.16851,0.17401,0.22776,0.14777,0.20294,0.19016,0.7297,0.17133,0.82146,0.1725,1.0,0.1762,0.35512,0.15996,0.14229,0.15368,0.111,0.12801,0.1247,0.11591,0.12842,0.13614,0.14518,0.13501,0.11429,0.1397,0.13553,0.10554,0.11322,0.11919,0.16142,0.12439,0.1448,0.15521,0.16904,0.12101,0.12381,0.1131,0.117,0.10777,0.12058,0.1269,0.13697,0.14187,0.13604,0.12648,0.15294,0.12009,0.10714,0.11739,0.11579,0.11517,0.12419,0.12661,0.10047,0.13292,0.14059,0.11042,0.10962,0.11053,0.11039,0.10358,0.1492,0.13319,0.14304,0.11164,0.12249,0.12113,0.11611,0.15075,0.11491,0.12846,0.13462,0.15921,0.15539,0.12585,0.12038,0.11238,0.12515,0.15142,0.1205,0.12909,0.11661,0.12409,0.13373,0.12264,0.1119,0.14886,0.14778,0.16123,0.12494,0.1282,0.1308,0.14714,0.13543,0.11368,0.11821,0.13582,0.13043
Q92729|1,0.11244,0.1121,0.12857,0.13209,0.12732,0.13502,0.14056,0.14118,0.13548,0.13397,0.12968,0.12654,0.12962,0.15033,0.12465,0.13603,0.13126,0.13823,0.12201,0.1299,0.12057,0.12713,0.135,0.14463,0.12694,0.13473,0.13032,0.13034,0.13364,0.12757,0.12939,0.14371,0.12612,0.1334,0.12256,0.19445,0.16839,0.15692,0.11051,0.12742,0.14267,0.13866,0.1325,0.12814,0.13668,0.12267,0.14228,0.15036,0.13797,0.10316,0.10435,0.10492,0.13345,0.13351,0.12157,0.11848,0.12788,0.10375,0.11479,0.11704,0.11424,0.11111,0.12173,0.15284,0.16239,0.15709,0.15879,0.12446,0.12779,0.13477,0.13472,0.14138,0.19501,0.17764,0.19653,0.19356,0.18675,0.20248,0.202,0.18069,0.18881,0.18147,0.23959,0.18032,0.33541,0.26998,0.15129,0.14041,0.23947,0.27757,0.16959,0.2626,0.1721,0.19781,0.1802,0.21137,0.23636,0.2658,0.26014,0.16484,0.33748,0.19421,0.3316,0.19548,0.34378,0.18436,0.22357,0.15807,0.28239,0.17014,0.46551,0.18858,0.60914,0.19066,0.59766,0.1762,1.0,0.13047,0.1649,0.16566,0.11286,0.11089,0.11381,0.12286,0.12632,0.14399,0.13489,0.16649,0.16903,0.14073,0.12977,0.10477,0.11771,0.14275,0.14158,0.13695,0.13937,0.13801,0.13562,0.1376,0.14836,0.13128,0.11286,0.13084,0.12754,0.14009,0.14735,0.10486,0.13966,0.1219,0.12221,0.10589,0.14066,0.1359,0.13175,0.13427,0.12719,0.1224,0.11828,0.11649,0.12208,0.12045,0.1219,0.10106,0.10852,0.10886,0.1046,0.13673,0.12954,0.10522,0.1028,0.13909,0.1623,0.11577,0.1246,0.12253,0.11725,0.11737,0.1547,0.13139,0.11433,0.1235,0.10773,0.11941,0.15344,0.12025,0.11196,0.1115,0.14173,0.1337,0.11953,0.12334,0.11829,0.11868,0.11548,0.13889,0.1289,0.14452,0.13862,0.12251,0.11953,0.1144,0.11983,0.13771
