ID,P09923,P05186,P05187,P10696,A0A2R8YDJ8|1,A0A2R8YDJ8|2,O60729|1,O60729|2,Q16667,P28562,Q05923,Q13115,Q16690,Q9Y6W6,O75319,Q9UNI6,Q6FI36,Q8NEJ0,Q9H596,Q4G0W2,Q9H1R2,Q9NRW4,Q8WTR2,Q9BVJ7,Q68J44,Q9UII6,Q9BV47,Q5VZP5,P51452,Q16828,Q16829,Q99956,Q9BY84,Q13202,O95278,Q93096,Q12974,O75365,A2A3K4,Q8WUK0,O60942,Q8WYL5,Q76I76,Q8TE77,Q8WUJ0,Q9Y6J8,Q13496,Q13613,Q13614,Q9NXD2,A4FU01,Q9C0I1,Q8NCE2,Q13615,Q9NYA4,O95248,Q86WG5,Q9Y217,Q9Y216,Q96EF0,Q96QG7,Q9ULE6|1,Q9ULE6|2,O75061,O14976,P60484,Q9HBL0,Q63HR2,Q68CZ2,P56180,Q6XPS3,P18031,P17706,Q05209,Q99952,Q9Y2R2,Q12923,Q4JDL3,Q15678,Q16825,Q9H3S7,P26045,P29074,P54829,P35236,Q15256,Q06124,Q53XS4,Q6IQ43,P18433|1,P18433|2,P23469|1,P23469|2,P23467,Q9HD43,Q12913,Q16827,A0A087WZU1,P08575|1,P08575|2,Q2HXI4|1,Q2HXI4|2,P10586|1,P10586|2,Q13332|1,Q13332|2,P23470|1,P23470|2,P23471|1,P23471|2,Q5TG12|1,Q5TG12|2,P28827|1,P28827|2,O14522|1,O14522|2,Q92729|1,Q92729|2,Q16849,Q92932,Q92562,Q9Y2H2,Q9NTJ5,O43426,O15056,P24666,Q9NP77,P30304,P30305,P30307,Q99502,O00167,Q99504,A0A0S2Z3Q2,Q05D32,O95476,Q9Y5B0,Q9GZU7,O14595,O15194,Q3ZCQ8,Q8WVY7,Q9BXW7,Q9H0R4,Q9H008,Q96GD0,A6NDG6,P16118,O60825,Q16875,Q16877,P07738,Q6FHU2,P15259,Q8N0Y7,Q96HS1,P57075,Q8TF42,Q9NQ88,P11117,P15309,Q9BZG2,Q9NPH0,Q9UNW1,B7WPL9,A0A087WZV0,Q8TE99,Q9NRX4,Q9H0C8,Q9P0J1,Q9P2J9,O60346,Q6ZVD8,A8MPX8,P35813,O75688,Q8N819,O15297,Q8WY54,P49593,O15355,Q9ULR3,Q5JR12,Q96MI6,Q8N3J5,Q5SGD2,Q8NI37,Q15750,P13686,Q6ZNF0,P62136,P62140,P36873,P67775,P62714,Q08209,P16298,P48454,P60510,P53041,O00743,O14829,O14830,Q8IXW5
Q2HXI4|1,0.90285,0.87913,0.90022,0.89654,0.87766,0.85947,0.86666,0.85147,0.87002,0.86884,0.87839,0.87236,0.85499,0.8929,0.87077,0.83621,0.87054,0.8544,0.86647,0.83931,0.86957,0.84221,0.86304,0.88027,0.86771,0.87671,0.85982,0.88622,0.8737,0.85826,0.84798,0.87544,0.85744,0.86611,0.85701,0.87727,0.86919,0.87758,0.8676,0.87498,0.86697,0.87187,0.86501,0.8671,0.88151,0.87056,0.89193,0.89901,0.89689,0.903,0.91331,0.87845,0.88044,0.87887,0.86846,0.89955,0.91013,0.90037,0.90398,0.90805,0.88288,0.89549,0.87573,0.88008,0.87089,0.88967,0.8696,0.88248,0.83728,0.88228,0.87401,0.84291,0.80144,0.65351,0.66572,0.61235,0.76096,0.73202,0.84826,0.8603,0.83709,0.73162,0.61291,0.76367,0.78671,0.76825,0.81514,0.85522,0.79264,0.6946,0.66264,0.68395,0.70719,0.82137,0.76622,0.69803,0.71912,0.53113,0.70452,0.84936,0.0,0.61466,0.08379,0.63273,0.10782,0.62658,0.69148,0.74401,0.68419,0.77753,0.67786,0.84366,0.70321,0.85678,0.66696,0.83772,0.67231,0.85119,0.78982,0.79428,0.88884,0.89627,0.88995,0.88464,0.897,0.88673,0.87872,0.86218,0.8828,0.88443,0.86035,0.87938,0.89585,0.85907,0.87026,0.88898,0.85139,0.8805,0.85085,0.88123,0.8705,0.83766,0.90248,0.88603,0.86336,0.87454,0.88032,0.8713,0.8783,0.89761,0.86254,0.87442,0.8836,0.86605,0.87509,0.87933,0.88199,0.86293,0.87844,0.89052,0.88079,0.89828,0.87705,0.89404,0.89797,0.91109,0.88417,0.85087,0.88874,0.90377,0.87074,0.86321,0.84914,0.90488,0.87952,0.87808,0.87335,0.87982,0.85063,0.86534,0.89565,0.8724,0.90448,0.87663,0.87021,0.88219,0.88491,0.90053,0.8582,0.87596,0.88381,0.87872,0.88133,0.87797,0.8807,0.8836,0.87971,0.87167,0.88888,0.85285,0.89333,0.90568,0.89849,0.87087
Q2HXI4|2,0.89826,0.8905,0.90059,0.87809,0.85762,0.86441,0.88859,0.85392,0.88063,0.86046,0.83964,0.8473,0.8836,0.87871,0.8681,0.86685,0.83004,0.85616,0.85425,0.85426,0.85697,0.88921,0.85768,0.86458,0.8895,0.87367,0.88349,0.84933,0.86528,0.8805,0.87963,0.84115,0.88692,0.89033,0.85522,0.86646,0.87918,0.86776,0.83981,0.85736,0.88284,0.85824,0.86906,0.86082,0.87982,0.86327,0.88372,0.87889,0.87045,0.90004,0.88319,0.87908,0.84958,0.8946,0.88765,0.89616,0.89122,0.89555,0.88948,0.905,0.89032,0.88358,0.88893,0.87899,0.87074,0.85051,0.85656,0.88428,0.86873,0.85286,0.86686,0.77929,0.80294,0.74271,0.71574,0.72853,0.81341,0.80866,0.81597,0.84185,0.85744,0.78631,0.77696,0.86409,0.78045,0.82798,0.8354,0.83512,0.82413,0.69461,0.56764,0.73546,0.66849,0.74527,0.6827,0.55439,0.73518,0.74122,0.77202,0.87567,0.61466,0.0,0.60912,0.09309,0.62444,0.02888,0.77059,0.69837,0.79609,0.73992,0.81271,0.85703,0.77376,0.83403,0.75684,0.82077,0.80943,0.82062,0.78801,0.768,0.85421,0.87402,0.88711,0.88703,0.88971,0.85257,0.88529,0.88349,0.88168,0.8762,0.84655,0.87855,0.87654,0.83924,0.84642,0.87568,0.81638,0.8654,0.83897,0.84527,0.86813,0.86838,0.90066,0.89947,0.84686,0.86329,0.86481,0.86775,0.87619,0.87113,0.87985,0.87928,0.87772,0.87448,0.89426,0.87802,0.87029,0.85957,0.83629,0.88988,0.87513,0.89871,0.89537,0.8905,0.89837,0.91215,0.88425,0.84557,0.88971,0.89739,0.87217,0.87209,0.87689,0.88286,0.86133,0.88243,0.87815,0.89786,0.89554,0.85753,0.89054,0.89457,0.88147,0.90641,0.86838,0.86677,0.88386,0.88742,0.88235,0.87597,0.89292,0.88828,0.89391,0.85894,0.85816,0.8615,0.8793,0.86587,0.87485,0.8778,0.88473,0.87635,0.90569,0.88168
P10586|1,0.9,0.8782,0.89803,0.89559,0.87525,0.84735,0.87009,0.84652,0.8757,0.8655,0.8663,0.86923,0.8425,0.88996,0.87986,0.82863,0.87041,0.8722,0.88734,0.84204,0.86127,0.83244,0.86866,0.86206,0.87018,0.88015,0.85333,0.88721,0.8644,0.86867,0.85627,0.85504,0.84893,0.85505,0.85648,0.85915,0.85068,0.86881,0.85975,0.89045,0.83564,0.86309,0.87857,0.84972,0.87078,0.86887,0.89572,0.89881,0.90718,0.90953,0.90091,0.86798,0.87783,0.88451,0.89849,0.90379,0.90904,0.90716,0.89159,0.90064,0.88004,0.90231,0.8847,0.87422,0.8798,0.88566,0.87465,0.8668,0.84412,0.87715,0.87559,0.83367,0.80446,0.65214,0.65288,0.62154,0.76134,0.71896,0.86042,0.86887,0.84579,0.75481,0.62071,0.76657,0.77711,0.7722,0.81382,0.86673,0.78985,0.69042,0.65952,0.70038,0.71343,0.80399,0.76459,0.68943,0.69954,0.50715,0.6886,0.84902,0.08379,0.60912,0.0,0.62872,0.12773,0.62272,0.70203,0.7631,0.68083,0.78456,0.69001,0.85453,0.69965,0.84923,0.66568,0.83282,0.67273,0.84271,0.79148,0.80329,0.88679,0.89368,0.89938,0.88164,0.89817,0.89452,0.87972,0.86505,0.86059,0.87899,0.84988,0.88329,0.88839,0.85461,0.88317,0.8753,0.86088,0.87688,0.85613,0.88552,0.87647,0.84814,0.89336,0.8789,0.85333,0.86903,0.88997,0.88393,0.87542,0.88395,0.88417,0.88696,0.87255,0.87972,0.86975,0.88022,0.89401,0.85993,0.87991,0.88025,0.88709,0.88811,0.88594,0.90245,0.89861,0.90481,0.87761,0.83877,0.89292,0.89086,0.89926,0.86019,0.85127,0.90198,0.87224,0.86869,0.86824,0.87382,0.87987,0.88027,0.89299,0.87607,0.88829,0.87911,0.86609,0.87884,0.87935,0.8964,0.87895,0.87336,0.87766,0.88301,0.88347,0.87159,0.87773,0.88264,0.87968,0.87307,0.90273,0.84796,0.88691,0.89925,0.88348,0.8786
P10586|2,0.89413,0.88811,0.90332,0.87986,0.86011,0.86444,0.87906,0.85811,0.87393,0.87503,0.86047,0.87275,0.88629,0.87767,0.85433,0.84154,0.84349,0.86092,0.87195,0.8401,0.87221,0.86776,0.87468,0.86293,0.8711,0.88588,0.88016,0.86891,0.87109,0.86777,0.88845,0.85757,0.88047,0.88142,0.87557,0.87428,0.87505,0.86231,0.83581,0.87463,0.88029,0.86813,0.85879,0.8701,0.88033,0.86007,0.89404,0.88928,0.8857,0.88545,0.90002,0.88708,0.87004,0.89687,0.89726,0.89373,0.89929,0.89061,0.87846,0.89886,0.88339,0.89928,0.88585,0.89354,0.87805,0.84854,0.85532,0.89449,0.85992,0.87566,0.87901,0.78348,0.80928,0.72908,0.72129,0.71856,0.80689,0.80314,0.80233,0.83703,0.86444,0.80008,0.79582,0.85809,0.7635,0.83423,0.82597,0.82454,0.85487,0.70749,0.57307,0.73362,0.66968,0.72477,0.69569,0.56096,0.74115,0.75105,0.77139,0.88709,0.63273,0.09309,0.62872,0.0,0.62916,0.0961,0.79125,0.72566,0.80531,0.75553,0.82916,0.84434,0.76917,0.81528,0.76321,0.83682,0.80262,0.81579,0.80684,0.78791,0.84337,0.8818,0.89525,0.87977,0.87833,0.8531,0.88298,0.88609,0.87268,0.8684,0.87795,0.88103,0.87188,0.84635,0.86106,0.87354,0.81154,0.87636,0.85079,0.8587,0.87505,0.87028,0.89515,0.88695,0.86126,0.87232,0.88375,0.87249,0.87261,0.88225,0.88188,0.88736,0.87491,0.88153,0.85718,0.88824,0.87413,0.86832,0.85111,0.88877,0.86185,0.89312,0.89708,0.89503,0.88683,0.91126,0.89061,0.84701,0.89823,0.90598,0.88573,0.86778,0.87253,0.87697,0.86684,0.88823,0.88275,0.89013,0.89202,0.84936,0.89207,0.88424,0.89042,0.89593,0.87524,0.86591,0.87471,0.89385,0.87471,0.86412,0.88341,0.88744,0.891,0.88021,0.88232,0.84577,0.86644,0.85919,0.88474,0.86068,0.87323,0.88453,0.91102,0.87228
Q13332|1,0.91198,0.89434,0.89684,0.89332,0.8799,0.86555,0.86915,0.86392,0.87927,0.87356,0.87773,0.88413,0.85394,0.88124,0.88107,0.82912,0.87045,0.87602,0.87527,0.82772,0.86488,0.8485,0.86128,0.85803,0.85289,0.88917,0.85425,0.88891,0.88212,0.85719,0.84608,0.85203,0.85272,0.86202,0.87069,0.85103,0.86925,0.85821,0.84846,0.86577,0.87112,0.86997,0.8656,0.86961,0.88098,0.86953,0.89613,0.90107,0.89647,0.89566,0.90418,0.89226,0.87494,0.88356,0.89064,0.89309,0.90627,0.90454,0.8962,0.90044,0.89792,0.89179,0.87306,0.87225,0.87158,0.88586,0.87277,0.87659,0.83853,0.88529,0.88095,0.8255,0.8107,0.65956,0.65057,0.61367,0.77386,0.74618,0.8486,0.85798,0.8349,0.73688,0.61469,0.7695,0.76589,0.74351,0.81734,0.86552,0.7677,0.68153,0.70321,0.70686,0.73663,0.81505,0.75364,0.70791,0.71229,0.51401,0.71262,0.85538,0.10782,0.62444,0.12773,0.62916,0.0,0.62903,0.67748,0.77423,0.68451,0.78855,0.68085,0.82369,0.7152,0.84869,0.67463,0.84178,0.66384,0.8418,0.80202,0.81808,0.87204,0.89343,0.89933,0.88347,0.88766,0.88597,0.87775,0.86841,0.87676,0.87682,0.86828,0.88424,0.88942,0.8572,0.87838,0.8836,0.84137,0.87418,0.86326,0.87382,0.85346,0.82855,0.90055,0.86829,0.86453,0.86542,0.88033,0.88344,0.89449,0.88854,0.86843,0.86893,0.8864,0.87193,0.88301,0.87461,0.89469,0.87731,0.86346,0.87597,0.8914,0.88204,0.88521,0.91103,0.9034,0.90878,0.89087,0.82146,0.89007,0.90178,0.88084,0.84454,0.86008,0.90402,0.86933,0.86476,0.88481,0.86331,0.85693,0.86952,0.89991,0.85918,0.9009,0.8808,0.87738,0.87683,0.88715,0.896,0.88663,0.8725,0.89002,0.88835,0.88191,0.89845,0.88667,0.88798,0.8793,0.8738,0.89476,0.85226,0.89333,0.9006,0.89342,0.88233
Q13332|2,0.89755,0.89776,0.90406,0.87828,0.84836,0.86062,0.88354,0.85958,0.88374,0.86209,0.84843,0.85961,0.88469,0.88238,0.86131,0.86648,0.83299,0.85121,0.84713,0.84649,0.8592,0.88549,0.86308,0.863,0.88959,0.87495,0.87922,0.8569,0.86044,0.87385,0.87551,0.84976,0.87897,0.9017,0.86201,0.86563,0.87895,0.8726,0.83665,0.8628,0.87588,0.87201,0.87068,0.87932,0.87945,0.85626,0.89595,0.88868,0.87956,0.89447,0.89443,0.87392,0.85115,0.89185,0.8945,0.88971,0.88671,0.89218,0.89802,0.89498,0.88996,0.88854,0.8833,0.88616,0.87654,0.85197,0.85956,0.88518,0.86513,0.85466,0.87172,0.77991,0.80384,0.73575,0.72045,0.72,0.81604,0.80923,0.81039,0.82932,0.85349,0.78417,0.77614,0.86223,0.76571,0.8256,0.81683,0.81851,0.83022,0.69817,0.58583,0.7487,0.67632,0.74355,0.69207,0.55775,0.74581,0.74146,0.7737,0.87721,0.62658,0.02888,0.62272,0.0961,0.62903,0.0,0.76503,0.69438,0.80013,0.72987,0.80994,0.848,0.77727,0.83069,0.76136,0.82837,0.81375,0.81485,0.79374,0.77588,0.86443,0.87348,0.89336,0.88124,0.88428,0.85819,0.87478,0.88206,0.87703,0.8732,0.85839,0.87804,0.87206,0.84615,0.8384,0.8631,0.81658,0.87103,0.85132,0.85116,0.8651,0.86763,0.89593,0.89911,0.84513,0.86241,0.87477,0.85421,0.874,0.86339,0.87925,0.88048,0.87048,0.86912,0.88724,0.87958,0.86965,0.86277,0.83765,0.89305,0.86427,0.8945,0.908,0.89678,0.90179,0.9123,0.88588,0.84501,0.89419,0.9001,0.87725,0.8733,0.87433,0.87996,0.87286,0.88054,0.87544,0.89085,0.88971,0.86708,0.89333,0.88941,0.88042,0.89304,0.87472,0.86904,0.87983,0.88177,0.88128,0.87638,0.89212,0.88678,0.89268,0.87099,0.8665,0.84742,0.87058,0.85978,0.8846,0.87689,0.88174,0.87609,0.90655,0.88155
P23470|1,0.89324,0.90068,0.88342,0.89511,0.85342,0.86761,0.87535,0.86776,0.86659,0.85039,0.88908,0.8512,0.89021,0.87218,0.85247,0.8515,0.87952,0.88447,0.86781,0.86515,0.87204,0.86125,0.86298,0.88159,0.86483,0.85457,0.87244,0.88118,0.86798,0.86841,0.87285,0.86577,0.87419,0.88107,0.86131,0.88891,0.88242,0.88138,0.86954,0.87856,0.8573,0.87705,0.86609,0.85891,0.8806,0.88825,0.91026,0.89417,0.88319,0.89925,0.88732,0.88878,0.87832,0.89283,0.90287,0.88296,0.90388,0.89939,0.88308,0.86688,0.8967,0.90881,0.89297,0.85738,0.86615,0.85546,0.87387,0.88236,0.86976,0.88931,0.86418,0.87482,0.82139,0.85593,0.82488,0.8073,0.78316,0.85668,0.84439,0.862,0.88033,0.86099,0.76135,0.82037,0.85849,0.85568,0.79748,0.83421,0.73219,0.76513,0.82774,0.76836,0.80525,0.84497,0.81336,0.78443,0.77143,0.78048,0.7781,0.84886,0.69148,0.77059,0.70203,0.79125,0.67748,0.76503,0.0,0.8271,0.61952,0.8439,0.73437,0.82543,0.78176,0.82742,0.77019,0.82615,0.76444,0.87931,0.82044,0.8597,0.87866,0.87755,0.8829,0.88308,0.86756,0.87921,0.85462,0.8776,0.88044,0.85993,0.87787,0.87885,0.88902,0.88328,0.86665,0.87118,0.87689,0.87839,0.8802,0.8824,0.88793,0.8718,0.88434,0.88977,0.86862,0.87113,0.88016,0.87213,0.8911,0.88235,0.89452,0.89971,0.87276,0.89008,0.87738,0.89495,0.86896,0.88142,0.8836,0.8631,0.88205,0.89336,0.87912,0.88536,0.90947,0.91257,0.90048,0.88023,0.87918,0.8918,0.89983,0.86309,0.88905,0.90738,0.88212,0.8692,0.88247,0.89562,0.87389,0.85732,0.90772,0.90519,0.895,0.88652,0.87082,0.87779,0.88306,0.86299,0.87139,0.88729,0.87894,0.88427,0.87611,0.87834,0.87547,0.8804,0.87937,0.87368,0.86218,0.89125,0.86307,0.88093,0.90143,0.87824
P23470|2,0.89365,0.89638,0.90055,0.89801,0.8592,0.8604,0.85487,0.86712,0.85853,0.849,0.85022,0.85217,0.85058,0.87588,0.86132,0.86451,0.78786,0.79887,0.81394,0.86482,0.88242,0.87916,0.83846,0.87136,0.86685,0.87121,0.85246,0.86212,0.85442,0.86393,0.87224,0.86396,0.84694,0.87021,0.8596,0.88704,0.87962,0.86792,0.86249,0.86956,0.86598,0.87291,0.8591,0.86331,0.86758,0.86717,0.88732,0.88846,0.88003,0.89154,0.88532,0.89354,0.88361,0.8577,0.86944,0.8992,0.87887,0.85934,0.88299,0.88542,0.88496,0.8806,0.87501,0.87842,0.8816,0.86879,0.873,0.87259,0.84412,0.85392,0.88179,0.83486,0.83746,0.72456,0.75159,0.73997,0.75442,0.80732,0.80361,0.84833,0.82223,0.81531,0.79288,0.79655,0.84468,0.8745,0.85248,0.87152,0.81113,0.79956,0.74469,0.65339,0.71521,0.80081,0.68544,0.81698,0.83655,0.75979,0.69501,0.82663,0.74401,0.69837,0.7631,0.72566,0.77423,0.69438,0.8271,0.0,0.81804,0.39469,0.78455,0.79058,0.81202,0.79088,0.8017,0.78349,0.8458,0.82801,0.77849,0.76769,0.88268,0.87682,0.89023,0.90123,0.863,0.871,0.8706,0.88767,0.87035,0.86736,0.87295,0.86557,0.86695,0.86852,0.85015,0.84476,0.86583,0.8394,0.82851,0.83371,0.87302,0.82629,0.88538,0.87204,0.8838,0.86463,0.87238,0.8736,0.86576,0.83704,0.85543,0.86765,0.887,0.86028,0.88239,0.85475,0.86855,0.87885,0.8384,0.89932,0.87812,0.8863,0.89039,0.88795,0.91083,0.89788,0.89225,0.87853,0.8997,0.8723,0.88433,0.86462,0.87444,0.90002,0.89456,0.87002,0.87234,0.89447,0.87073,0.87671,0.90435,0.89498,0.88943,0.89298,0.89189,0.8654,0.88312,0.89748,0.86729,0.85753,0.8592,0.86536,0.87592,0.88424,0.88573,0.88304,0.88458,0.88228,0.83457,0.89323,0.87491,0.89264,0.90717,0.86314
P23471|1,0.89833,0.88917,0.90381,0.87815,0.8751,0.86039,0.87916,0.86956,0.89005,0.88,0.86397,0.87493,0.87192,0.88164,0.86096,0.84929,0.87907,0.86388,0.85141,0.87073,0.88253,0.8697,0.88009,0.86192,0.83948,0.86452,0.86983,0.83665,0.88625,0.86669,0.88316,0.87049,0.86868,0.8775,0.86662,0.87498,0.86618,0.86236,0.86092,0.85334,0.88832,0.86696,0.87834,0.88679,0.88453,0.88345,0.88501,0.87995,0.86181,0.9069,0.86949,0.89703,0.88762,0.89368,0.90789,0.90274,0.88842,0.89485,0.87348,0.86924,0.88586,0.87281,0.89089,0.871,0.87829,0.88757,0.87765,0.88106,0.85709,0.88875,0.89553,0.87267,0.86086,0.84121,0.79424,0.83502,0.81308,0.82118,0.88039,0.82977,0.82768,0.84744,0.73513,0.83246,0.82828,0.83316,0.84252,0.83714,0.79516,0.77138,0.80235,0.74207,0.76524,0.83337,0.80933,0.79995,0.81353,0.7765,0.78338,0.82738,0.68419,0.79609,0.68083,0.80531,0.68451,0.80013,0.61952,0.81804,0.0,0.82544,0.74448,0.83405,0.75129,0.86188,0.73481,0.8463,0.7123,0.84497,0.8216,0.85041,0.8893,0.87853,0.88268,0.8621,0.88704,0.88915,0.87521,0.87606,0.87106,0.87903,0.88109,0.87479,0.89074,0.87595,0.88802,0.88647,0.85071,0.88691,0.88095,0.87706,0.87773,0.84981,0.88494,0.87246,0.89137,0.88552,0.84153,0.87422,0.85591,0.85537,0.87079,0.88148,0.89522,0.87296,0.88976,0.89703,0.86732,0.89894,0.85252,0.89607,0.89017,0.88698,0.88482,0.90375,0.90851,0.89716,0.89923,0.86468,0.89343,0.88426,0.87916,0.87643,0.88174,0.89682,0.88506,0.88335,0.84778,0.89129,0.88453,0.88165,0.9,0.8836,0.88276,0.87886,0.89697,0.87614,0.89176,0.88729,0.87001,0.88728,0.86344,0.87852,0.86731,0.88312,0.87709,0.85936,0.86633,0.86061,0.87017,0.88177,0.85735,0.90112,0.88988,0.88074
P23471|2,0.86734,0.89558,0.87307,0.87829,0.87298,0.8704,0.85247,0.8767,0.87767,0.87236,0.864,0.8831,0.88246,0.85035,0.85844,0.86953,0.81134,0.81693,0.83099,0.8705,0.86339,0.8728,0.85712,0.86813,0.84942,0.88162,0.86792,0.87899,0.85637,0.86224,0.87331,0.87547,0.84918,0.87875,0.84678,0.85004,0.86602,0.87897,0.87302,0.85339,0.88812,0.85466,0.88073,0.84374,0.8707,0.86615,0.89634,0.87793,0.8966,0.90435,0.90036,0.9016,0.86364,0.89006,0.89686,0.89807,0.88911,0.88335,0.90305,0.90272,0.87575,0.88206,0.87861,0.88347,0.87073,0.8819,0.85407,0.86888,0.86978,0.86254,0.8797,0.8208,0.85962,0.76817,0.7871,0.79205,0.76077,0.80396,0.83496,0.86558,0.80208,0.82397,0.80464,0.84902,0.82963,0.85962,0.8414,0.86506,0.8371,0.79827,0.7401,0.70636,0.78895,0.82486,0.69329,0.75152,0.81501,0.77523,0.71171,0.83395,0.77753,0.73992,0.78456,0.75553,0.78855,0.72987,0.8439,0.39469,0.82544,0.0,0.78325,0.80523,0.81557,0.79727,0.806,0.7961,0.82369,0.81625,0.81175,0.8239,0.88596,0.88926,0.89877,0.8813,0.8859,0.88318,0.8526,0.87393,0.88335,0.84087,0.85794,0.868,0.86823,0.87306,0.8518,0.87533,0.85799,0.85422,0.83871,0.85263,0.8768,0.87146,0.90924,0.85633,0.89244,0.87255,0.89012,0.86776,0.87392,0.83292,0.87274,0.87553,0.87012,0.8867,0.8799,0.87086,0.86495,0.87546,0.87543,0.87923,0.88635,0.8782,0.89134,0.90656,0.9062,0.91393,0.88993,0.87002,0.87473,0.88703,0.89946,0.87798,0.88607,0.89503,0.90251,0.87762,0.87431,0.87431,0.87816,0.89049,0.91041,0.8878,0.88677,0.88382,0.86697,0.88196,0.88442,0.88869,0.88425,0.87638,0.84864,0.85383,0.87098,0.8699,0.86559,0.85559,0.85365,0.86939,0.8722,0.9062,0.86728,0.90189,0.8902,0.87072
Q5TG12|1,0.89323,0.88489,0.88485,0.88103,0.87955,0.8838,0.87792,0.84815,0.87029,0.86599,0.88101,0.88638,0.85048,0.87597,0.8696,0.87335,0.89375,0.88517,0.88365,0.86798,0.86703,0.87258,0.87876,0.85191,0.87367,0.8755,0.85794,0.88002,0.86013,0.88697,0.88293,0.87584,0.88991,0.8673,0.86122,0.87258,0.87587,0.85612,0.87131,0.86136,0.88137,0.86869,0.88829,0.85005,0.89163,0.8735,0.864,0.89014,0.89366,0.88518,0.89946,0.89216,0.88047,0.88784,0.88735,0.90288,0.88153,0.88038,0.89387,0.89636,0.88138,0.8966,0.88647,0.8711,0.86817,0.87602,0.86518,0.87285,0.86611,0.88252,0.86307,0.85495,0.82409,0.79157,0.78333,0.79474,0.83139,0.82617,0.85285,0.80373,0.85415,0.8441,0.73498,0.74161,0.77261,0.78314,0.85041,0.83853,0.79166,0.71439,0.82846,0.69644,0.81368,0.81091,0.85131,0.80925,0.75968,0.72617,0.72319,0.82591,0.67786,0.81271,0.69001,0.82916,0.68085,0.80994,0.73437,0.78455,0.74448,0.78325,0.0,0.79894,0.43941,0.79861,0.44905,0.8129,0.53499,0.83001,0.84256,0.84934,0.88924,0.89113,0.8578,0.87574,0.88393,0.88938,0.87074,0.8815,0.83632,0.85232,0.89412,0.89555,0.87725,0.87367,0.85824,0.86052,0.87663,0.87374,0.87514,0.8742,0.87369,0.88196,0.88156,0.85788,0.88572,0.86797,0.88192,0.8953,0.87917,0.88884,0.8877,0.88656,0.87684,0.86896,0.89192,0.89005,0.87908,0.87418,0.86925,0.89298,0.89234,0.87471,0.90015,0.88838,0.90541,0.89875,0.90712,0.86139,0.89302,0.88879,0.8901,0.86715,0.85968,0.89427,0.88894,0.89831,0.86479,0.87048,0.85713,0.88976,0.90221,0.88072,0.90044,0.88528,0.86241,0.87168,0.85849,0.88322,0.88509,0.86462,0.85452,0.85959,0.86353,0.88814,0.88108,0.85758,0.85812,0.8631,0.88819,0.90296,0.87767,0.89292,0.88075,0.86739
Q5TG12|2,0.86658,0.9087,0.88394,0.88867,0.84489,0.87389,0.86629,0.88751,0.85795,0.87081,0.88607,0.88189,0.88308,0.87499,0.87832,0.85534,0.86257,0.87075,0.86776,0.86111,0.84051,0.86992,0.86815,0.86351,0.8769,0.87206,0.86754,0.87271,0.87193,0.88753,0.88111,0.87948,0.87169,0.84114,0.87382,0.86232,0.86725,0.87188,0.85762,0.8706,0.86856,0.88429,0.87936,0.86961,0.88184,0.89011,0.8981,0.89558,0.89618,0.89642,0.90331,0.90311,0.84087,0.87221,0.90426,0.90137,0.89047,0.89235,0.88554,0.89112,0.8753,0.87546,0.9011,0.87509,0.84362,0.88126,0.85928,0.86902,0.88461,0.87572,0.86044,0.84965,0.85457,0.8407,0.80064,0.82199,0.86673,0.87167,0.84108,0.87336,0.81129,0.82928,0.80345,0.87671,0.86742,0.86932,0.81411,0.80714,0.82396,0.73314,0.77309,0.75633,0.82335,0.76686,0.75333,0.83458,0.83251,0.84697,0.80645,0.83547,0.84366,0.85703,0.85453,0.84434,0.82369,0.848,0.82543,0.79058,0.83405,0.80523,0.79894,0.0,0.79594,0.25657,0.80876,0.27683,0.79604,0.64772,0.82773,0.85804,0.88815,0.88831,0.87083,0.87309,0.88846,0.89156,0.86858,0.87256,0.86372,0.86346,0.87649,0.88494,0.87192,0.87716,0.88365,0.86801,0.85557,0.84293,0.81883,0.84537,0.85686,0.84571,0.90887,0.86803,0.86585,0.88104,0.8767,0.86149,0.85582,0.84003,0.8743,0.85321,0.87408,0.88697,0.88506,0.89354,0.87833,0.87716,0.89234,0.88688,0.87571,0.87924,0.88671,0.89871,0.91518,0.91303,0.89917,0.87913,0.88091,0.88777,0.89021,0.87524,0.87498,0.90379,0.86907,0.8973,0.87316,0.90817,0.87452,0.86646,0.88731,0.89985,0.90183,0.9023,0.90033,0.88979,0.88062,0.89625,0.85664,0.85186,0.89641,0.88652,0.89988,0.86001,0.87529,0.88465,0.88052,0.89165,0.86064,0.86288,0.86018,0.88621,0.89607,0.88073
