ID,A0A0H3KB22,A0A0R0FIC1,A0A0R0GAG6,A0A0R4J536,A0A0Z8EWX1,A0A1B8PDY4,A0A1D6F795,A0A1D6KKP7,A0A1D6L6E5,A0A1D8PS33,A0A1F2VBE7,A0A1F2WQF4,A0A1I3QG02,A0A1I5E523,A0A2V9HK14,A0A3D4P501,A0A3N0ANJ2,A0A661U9F1,A3DDW1,A4HSJ7,A4HWP3,A4HWS3,A4HY57,A4I0J4,A4IGH2,A4J6G2,A7RNF3,B4FFP5,B4FJY4,B5DF48,B6TM42,B8A031,B9M511,C0PGU3,C0PN26,C6FX51,C6KT59,D3ZVG1,D4ACM1,E4N8S5,EIC300131,F4IVY6,H2JHX2,HED132381,I1JHY9,I1JXG4,I1JXG5,I1KTQ5,I1KXG4,I1LFP7,I1LIK7,I1LNN6,K7K4A9,K7LNH5,L4IZD0,MBB2876758-1,MBI19861291,MBL84112071,MBL84891351,MBM41893231,MBN8969022-1,MBO69482481,MBS03225261,MBS03678631,MBU07513571,MCA0419989-1,NOQ145911,NWG304921,O13642,O14023,O24770,O31423,O43766,O59761,O59778,O70600,OQW784741,P0A9N4,P0A9N8,P0AEI1,P0AEI4,P12996,P30140,P30745,P32131,P32451,P32875,P36979,P52062,P54967,P60716,P64554,P69848,P9WJS3,P9WPQ7,Q02908,Q08960,Q08C92,Q09316,Q0E297,Q0JD33,Q0JKY3,Q0TTH1,Q10QB5,Q1ZXC6,Q20624,Q21452,Q23651,Q2FV03,Q2FVJ7,Q2FXH0,Q2FXY9,Q2FXZ6,Q2FZ02,Q2FZ66,Q2FZX4,Q2G1D7,Q2G1X7,Q2MFI7,Q2QQ49,Q2QU90,Q2R1U4,Q39055,Q3ABV3,Q46CH7,Q46E78,Q4CUJ9,Q4CXG8,Q4DC43,Q4DKU2,Q4DPP3,Q4DT80,Q4DXJ3,Q4DYL7,Q4E0Z1,Q54J76,Q54KV4,Q54NM6,Q54VE8,Q56184,Q5IW0,Q5JM88,Q5RH95,Q5RIC0,Q5RKZ7,Q5SUV1,Q5VV42,Q5XIH4,Q5ZAQ2,Q69U93,Q6L534,Q6NUM6,Q6PG34,Q6PHG4,Q70KE5,Q7JQW6,Q7K4W1,Q7X7L3,Q7XRF1,Q841K7,Q84JV6,Q8BJM7,Q8BTW8,Q8CBB9,Q8G907,Q8H0V1,Q8H8N3,Q8I3L6,Q8I5E0,Q8IDQ0,Q8IM25,Q8IQF1,Q8LEE8,Q8MXQ7,Q8RXN5,Q8WXG1,Q91WE6,Q93XX3,Q93ZR1
P52062,0.13972,0.13591,0.13266,0.1232,0.176,0.14947,0.15043,0.14759,0.12866,0.14601,0.12539,0.11821,0.11933,0.11583,0.11719,0.14841,0.16588,0.11693,0.18449,0.12778,0.16269,0.11475,0.13729,0.11647,0.29754,0.11151,0.13584,0.17181,0.13006,0.11893,0.13866,0.13761,0.12489,0.12875,0.13843,0.12847,0.13528,0.16474,0.13353,0.12041,0.1257,0.14814,0.1447,0.17365,0.11967,0.34668,0.13674,0.17271,0.16092,0.15225,0.14137,0.17361,0.12275,0.11918,0.19672,0.21639,0.13122,0.1275,0.13916,0.12091,0.23345,0.11846,0.16604,0.14421,0.14475,0.23342,0.13165,0.13296,0.13743,0.12258,0.12563,0.14814,0.17776,0.13114,0.1415,0.13579,0.15401,0.15359,0.15984,0.17124,0.12897,0.12547,0.12859,0.12423,0.32245,0.13251,0.15285,0.15151,1.0,0.13906,0.12781,0.13779,0.11895,0.15767,0.14136,0.12781,0.1228,0.13893,0.13111,0.17747,0.15876,0.16667,0.14467,0.15073,0.12956,0.13399,0.14441,0.12402,0.13164,0.1299,0.13025,0.2264,0.12419,0.13077,0.11568,0.13084,0.13027,0.13315,0.12226,0.18943,0.22834,0.12358,0.17543,0.13527,0.13141,0.13618,0.13825,0.12385,0.15368,0.11159,0.15297,0.13671,0.10735,0.16132,0.15261,0.13555,0.10985,0.14714,0.12649,0.1236,0.156,0.15058,0.13421,0.12231,0.17555,0.32957,0.12716,0.16479,0.15588,0.13828,0.15569,0.13489,0.12516,0.15863,0.1338,0.17441,0.11384,0.12273,0.11619,0.14288,0.14316,0.14015,0.16931,0.13229,0.12294,0.11463,0.13334,0.14761,0.1275,0.15137,0.15324,0.14731,0.1455,0.13968,0.12913,0.13921,0.11701,0.14944,0.12347
P54967,0.11206,0.13451,0.14244,0.12393,0.13748,0.13533,0.12887,0.71187,0.14246,0.40264,0.1586,0.17881,0.11003,0.12067,0.14268,0.12037,0.13355,0.12121,0.12456,0.13541,0.15603,0.13104,0.14298,0.13716,0.13659,0.11749,0.12211,0.12734,0.12563,0.1311,0.73191,0.13289,0.12006,0.13171,0.109,0.11376,0.16846,0.13102,0.12532,0.13203,0.1422,0.11203,0.14727,0.13266,0.12306,0.14327,0.13616,0.12763,0.14324,0.16019,0.72854,0.13996,0.11423,0.11064,0.11572,0.12698,0.1192,0.12748,0.14736,0.12346,0.1183,0.12537,0.1342,0.12994,0.13505,0.11556,0.12573,0.12389,0.12417,0.14587,0.13485,0.13046,0.12963,0.16216,0.53074,0.13015,0.11917,0.11284,0.16434,0.13485,0.1415,0.32669,0.10526,0.12563,0.12832,0.55196,0.12517,0.12431,0.13906,1.0,0.14026,0.12134,0.16502,0.13959,0.18018,0.13702,0.15752,0.13991,0.12445,0.15517,0.12681,0.14117,0.16691,0.15907,0.12371,0.12827,0.1364,0.1276,0.15237,0.26797,0.14939,0.11776,0.1152,0.13889,0.11905,0.14502,0.11805,0.15356,0.14178,0.15165,0.16297,0.11881,0.11622,0.15101,0.13188,0.11252,0.12011,0.1518,0.13541,0.15443,0.12527,0.17348,0.1385,0.15844,0.14743,0.1238,0.12035,0.12926,0.12126,0.13626,0.14239,0.16563,0.12749,0.12018,0.14583,0.14252,0.12943,0.12374,0.12357,0.73162,0.11753,0.13673,0.14083,0.1332,0.14118,0.11667,0.15076,0.13046,0.13244,0.13741,0.18198,0.13,0.12256,0.12376,0.13653,0.12355,0.15254,0.16039,0.12919,0.12231,0.14717,0.13023,0.12401,0.12704,0.15502,0.12366,0.1284,0.14042,0.14072
P60716,0.12774,0.17253,0.14499,0.16758,0.13554,0.14959,0.1327,0.12936,0.1681,0.14153,0.16907,0.19319,0.14278,0.15118,0.15975,0.12518,0.14923,0.13892,0.16417,0.12396,0.14835,0.12464,0.22348,0.16193,0.12708,0.14037,0.16145,0.13826,0.13934,0.15345,0.13532,0.17824,0.17276,0.13236,0.38437,0.15511,0.15015,0.15749,0.13457,0.16164,0.13105,0.11486,0.16148,0.13757,0.11676,0.12194,0.15036,0.13112,0.15973,0.11984,0.11029,0.15703,0.12665,0.12876,0.13309,0.11992,0.12852,0.11048,0.12603,0.1167,0.12636,0.1484,0.13706,0.13054,0.13513,0.12049,0.13557,0.12275,0.38663,0.13177,0.11095,0.1301,0.37911,0.11534,0.12653,0.14452,0.13911,0.1638,0.15433,0.13772,0.14375,0.11857,0.10965,0.13395,0.17654,0.14094,0.38953,0.14138,0.12781,0.14026,1.0,0.13368,0.15009,0.15251,0.14627,0.12656,0.15639,0.12746,0.12649,0.14649,0.13504,0.1639,0.16927,0.13989,0.13146,0.1334,0.37321,0.12321,0.1487,0.12897,0.12118,0.142,0.12532,0.1438,0.13416,0.33723,0.11966,0.18588,0.1469,0.14661,0.12974,0.14933,0.14458,0.13165,0.13746,0.1114,0.1329,0.13966,0.21061,0.14711,0.13426,0.12479,0.12971,0.16639,0.11689,0.14488,0.13268,0.16194,0.12467,0.12743,0.15173,0.13828,0.15154,0.11893,0.15431,0.1303,0.13397,0.3963,0.39731,0.11719,0.41206,0.1647,0.14078,0.40984,0.13926,0.38974,0.12336,0.14412,0.17076,0.14541,0.13251,0.13877,0.11741,0.15155,0.16484,0.13499,0.15627,0.1355,0.12604,0.3989,0.15166,0.14164,0.37727,0.13074,0.15314,0.15887,0.14371,0.1373,0.13351
P64554,0.15214,0.15584,0.15623,0.14308,0.12701,0.18657,0.14951,0.11194,0.13989,0.10738,0.13203,0.13549,0.18944,0.16602,0.13032,0.12142,0.17293,0.15686,0.12421,0.11211,0.1295,0.14739,0.12107,0.14284,0.18074,0.16269,0.15914,0.13449,0.1329,0.13946,0.13037,0.13241,0.12595,0.12879,0.1339,0.12438,0.15812,0.13713,0.14818,0.15255,0.14468,0.12359,0.16372,0.15439,0.13384,0.11856,0.13853,0.13609,0.14612,0.16324,0.11836,0.12585,0.13316,0.12537,0.12922,0.11912,0.14358,0.13287,0.12229,0.16036,0.13554,0.15215,0.1477,0.16491,0.14078,0.12676,0.16875,0.12469,0.13433,0.12744,0.12017,0.15394,0.14008,0.13409,0.12198,0.14892,0.13331,0.1406,0.16586,0.1199,0.12997,0.13785,0.12194,0.13607,0.12738,0.13816,0.13694,0.13607,0.13779,0.12134,0.13368,1.0,0.14763,0.13186,0.15667,0.13865,0.14948,0.12525,0.11882,0.13432,0.13285,0.13493,0.16887,0.16342,0.11562,0.17081,0.13946,0.13027,0.14547,0.1185,0.13409,0.12846,0.14966,0.15338,0.16097,0.13937,0.13711,0.15433,0.14899,0.14535,0.14366,0.11646,0.12659,0.14767,0.14358,0.15519,0.15786,0.12291,0.14387,0.15018,0.15708,0.13736,0.1594,0.13831,0.129,0.13515,0.1678,0.13251,0.14076,0.16391,0.13234,0.12625,0.13133,0.13447,0.1351,0.15198,0.12158,0.13099,0.11655,0.12898,0.12058,0.12807,0.15667,0.12111,0.14663,0.12896,0.12823,0.13329,0.13845,0.14718,0.13898,0.14217,0.12366,0.13496,0.13567,0.11908,0.13053,0.13625,0.17483,0.12053,0.12371,0.15403,0.12525,0.1513,0.13608,0.1338,0.12843,0.14919,0.14376
P69848,0.1486,0.15867,0.14197,0.17775,0.1652,0.1613,0.12829,0.14827,0.14126,0.1148,0.13793,0.12837,0.13196,0.15691,0.15011,0.17242,0.13541,0.15118,0.13966,0.16572,0.13466,0.11081,0.17668,0.12696,0.11552,0.14241,0.14697,0.15465,0.11518,0.14284,0.1419,0.18319,0.13364,0.11298,0.15272,0.11411,0.13584,0.42911,0.12236,0.13721,0.14045,0.16437,0.16272,0.15247,0.14872,0.12521,0.10591,0.44118,0.1205,0.13903,0.16389,0.14982,0.12918,0.13359,0.12974,0.15664,0.15924,0.16665,0.14581,0.12888,0.13995,0.13612,0.15383,0.15057,0.15637,0.18335,0.1583,0.12897,0.13034,0.12166,0.10845,0.1356,0.12782,0.12471,0.12226,0.15547,0.14212,0.13342,0.13014,0.13122,0.12486,0.13797,0.12494,0.4245,0.11583,0.12434,0.14016,0.15367,0.11895,0.16502,0.15009,0.14763,1.0,0.39573,0.12582,0.12246,0.14077,0.16215,0.13609,0.44404,0.14926,0.16062,0.1305,0.12836,0.12807,0.24322,0.15477,0.1198,0.12532,0.14173,0.15055,0.15367,0.15334,0.15206,0.15957,0.14024,0.13005,0.15537,0.14862,0.44812,0.12802,0.13378,0.45711,0.12001,0.17981,0.14601,0.15974,0.15301,0.14656,0.11611,0.16042,0.1249,0.13762,0.16768,0.13538,0.15385,0.14268,0.49273,0.12727,0.13616,0.17816,0.13677,0.15157,0.12154,0.44767,0.12262,0.14694,0.15038,0.13711,0.14636,0.11902,0.12382,0.13118,0.161,0.14861,0.15777,0.16004,0.11078,0.19457,0.15309,0.14391,0.13137,0.1594,0.14603,0.16629,0.14464,0.1615,0.1231,0.13138,0.13693,0.13992,0.30183,0.12194,0.17825,0.17271,0.14654,0.16762,0.13207,0.11529
P9WJS3,0.182,0.16054,0.13082,0.17224,0.19992,0.17207,0.13458,0.13819,0.16625,0.14028,0.14641,0.15692,0.17522,0.14653,0.16836,0.14762,0.14193,0.15244,0.1214,0.14873,0.13565,0.12323,0.14076,0.1408,0.14014,0.14555,0.17718,0.12096,0.10488,0.11836,0.13055,0.16338,0.22139,0.10234,0.13528,0.11552,0.12439,0.29072,0.11713,0.14696,0.14572,0.13022,0.15712,0.1562,0.14501,0.14157,0.10876,0.31567,0.13219,0.18092,0.12138,0.13019,0.13889,0.11411,0.11188,0.10825,0.16215,0.14143,0.15093,0.13292,0.12668,0.15791,0.15207,0.14714,0.14314,0.11879,0.15324,0.14434,0.13252,0.12402,0.13062,0.15209,0.122,0.1284,0.13671,0.14242,0.16068,0.12139,0.15265,0.11972,0.1676,0.134,0.1309,0.31066,0.12959,0.12573,0.12411,0.15006,0.15767,0.13959,0.15251,0.13186,0.39573,1.0,0.12486,0.12416,0.12838,0.13834,0.13791,0.33161,0.11734,0.12715,0.12034,0.15247,0.1208,0.25856,0.15461,0.11023,0.156,0.14306,0.13656,0.14844,0.13682,0.1316,0.16146,0.13961,0.12832,0.14614,0.15527,0.32671,0.13207,0.13331,0.34289,0.11721,0.16669,0.14864,0.12276,0.12536,0.14805,0.13415,0.12285,0.10876,0.1189,0.15852,0.14339,0.13714,0.11257,0.31255,0.11437,0.12068,0.13051,0.13399,0.15311,0.12674,0.28744,0.13455,0.11792,0.14053,0.14633,0.14311,0.14845,0.1189,0.12267,0.11884,0.12468,0.12061,0.11948,0.11976,0.15347,0.12489,0.19273,0.14498,0.12953,0.15204,0.13699,0.14141,0.17988,0.13417,0.11159,0.11962,0.14369,0.2153,0.13315,0.12604,0.13686,0.13157,0.11842,0.12276,0.10547
P9WPQ7,0.14143,0.12671,0.11789,0.14498,0.11283,0.13504,0.14196,0.22692,0.12046,0.25013,0.118,0.12596,0.13007,0.12896,0.13607,0.13601,0.11388,0.12345,0.13048,0.12406,0.11692,0.12139,0.14613,0.13314,0.12743,0.12271,0.12192,0.12577,0.11496,0.12332,0.21719,0.12243,0.12413,0.11997,0.14451,0.11073,0.12015,0.12946,0.11637,0.12701,0.12946,0.10621,0.14597,0.11393,0.11715,0.12232,0.11796,0.1508,0.12914,0.12613,0.21889,0.11719,0.12362,0.11531,0.12699,0.14127,0.12007,0.13693,0.10464,0.13521,0.13368,0.11024,0.11762,0.11769,0.13159,0.1197,0.13093,0.1258,0.15727,0.11793,0.11784,0.13847,0.16283,0.12184,0.21082,0.11027,0.12258,0.12512,0.14854,0.13155,0.10583,0.29205,0.15187,0.13164,0.11569,0.17501,0.18315,0.14575,0.14136,0.18018,0.14627,0.15667,0.12582,0.12486,1.0,0.11925,0.12368,0.13786,0.1377,0.12562,0.12824,0.13305,0.1168,0.12559,0.12049,0.12908,0.18327,0.12357,0.13254,0.27034,0.14253,0.12002,0.11669,0.12124,0.15102,0.16196,0.1305,0.14766,0.13116,0.12335,0.1042,0.12719,0.13423,0.11698,0.15057,0.12049,0.10897,0.11891,0.13118,0.10726,0.11846,0.13814,0.12027,0.12864,0.14294,0.13511,0.13105,0.12761,0.12704,0.1141,0.14637,0.12817,0.12817,0.11173,0.12626,0.13497,0.11046,0.1628,0.15251,0.21267,0.15676,0.12717,0.1315,0.17687,0.11237,0.16146,0.13553,0.12791,0.13214,0.14269,0.11391,0.12312,0.13173,0.11828,0.1664,0.13353,0.13974,0.12237,0.12207,0.12895,0.11211,0.143,0.16554,0.11819,0.12054,0.12062,0.13326,0.12602,0.11921
Q02908,0.14285,0.13729,0.14242,0.12654,0.11591,0.12789,0.13517,0.13115,0.13874,0.14053,0.1477,0.12954,0.11383,0.13307,0.14293,0.11717,0.1399,0.14546,0.14603,0.13732,0.1275,0.2432,0.12801,0.19338,0.15342,0.14999,0.12206,0.12404,0.77957,0.12869,0.14388,0.11375,0.13193,0.77218,0.1274,0.11508,0.13462,0.14254,0.80024,0.14004,0.14718,0.14529,0.13747,0.11345,0.11614,0.12985,0.7679,0.12878,0.12362,0.11819,0.12316,0.1342,0.16709,0.16752,0.1279,0.11288,0.11314,0.11406,0.12146,0.1268,0.1375,0.11489,0.12029,0.10886,0.11435,0.13393,0.13301,0.10588,0.13901,0.83114,0.1203,0.13209,0.1353,0.12181,0.13638,0.11568,0.13012,0.12196,0.1235,0.13209,0.12076,0.13026,0.11494,0.11604,0.11831,0.12825,0.13593,0.12198,0.12781,0.13702,0.12656,0.13865,0.12246,0.12416,0.11925,1.0,0.12872,0.11536,0.15743,0.13408,0.11251,0.12507,0.1092,0.11287,0.7811,0.11534,0.11452,0.76798,0.13164,0.14018,0.14556,0.15089,0.11545,0.13987,0.12484,0.13124,0.11763,0.12279,0.12215,0.12581,0.15273,0.12441,0.12887,0.10903,0.14016,0.17261,0.23651,0.1425,0.1325,0.19541,0.24148,0.13278,0.13148,0.12208,0.12924,0.13084,0.16983,0.11998,0.14884,0.12359,0.14608,0.14834,0.11274,0.8069,0.12934,0.17945,0.11882,0.12848,0.12582,0.1427,0.13333,0.11845,0.12068,0.12702,0.1358,0.12433,0.12143,0.77785,0.12168,0.13573,0.12513,0.13953,0.13764,0.11877,0.13104,0.14118,0.12427,0.13735,0.24993,0.14779,0.14294,0.12574,0.12188,0.15986,0.13905,0.12442,0.11327,0.12476,0.76337
Q08960,0.11929,0.38012,0.38169,0.12734,0.12602,0.12974,0.14709,0.11411,0.38941,0.12303,0.15364,0.16442,0.13054,0.13727,0.14509,0.12496,0.13885,0.12971,0.12811,0.42288,0.45346,0.1257,0.13518,0.12332,0.13279,0.15036,0.12912,0.11032,0.12188,0.4389,0.12462,0.12334,0.13044,0.12409,0.17449,0.13652,0.13498,0.12962,0.10509,0.12144,0.12413,0.11432,0.14301,0.13666,0.13266,0.13309,0.12744,0.13901,0.14007,0.11852,0.11019,0.12676,0.13675,0.12295,0.11533,0.11496,0.13364,0.13082,0.12566,0.12271,0.12618,0.13973,0.11809,0.12601,0.15865,0.10917,0.1436,0.1336,0.12634,0.11392,0.11926,0.14841,0.11919,0.43205,0.11615,0.12418,0.13273,0.11751,0.1513,0.12595,0.13499,0.11393,0.13249,0.14899,0.12081,0.12053,0.1274,0.14416,0.1228,0.15752,0.15639,0.14948,0.14077,0.12838,0.12368,0.12872,1.0,0.3598,0.11556,0.12492,0.1105,0.13622,0.13533,0.11649,0.12704,0.14017,0.123,0.12588,0.12336,0.12839,0.12316,0.11683,0.12009,0.14668,0.12014,0.12319,0.11868,0.16707,0.15621,0.1248,0.127,0.13891,0.14199,0.12604,0.13453,0.11329,0.11399,0.3891,0.11979,0.1221,0.12039,0.11738,0.13231,0.12335,0.4247,0.12403,0.15281,0.12913,0.12037,0.1333,0.15256,0.13281,0.12014,0.11033,0.13525,0.11885,0.13771,0.15358,0.16311,0.11797,0.14992,0.42565,0.12539,0.16349,0.11759,0.11662,0.14332,0.11451,0.13137,0.11756,0.12181,0.43409,0.11415,0.11628,0.15737,0.1259,0.38107,0.48813,0.143,0.10816,0.14063,0.14277,0.16644,0.11969,0.38567,0.1409,0.12374,0.11607,0.14248
Q08C92,0.13954,0.55845,0.54786,0.13283,0.12125,0.10726,0.13496,0.15557,0.59648,0.15663,0.13069,0.13586,0.15466,0.12283,0.13768,0.15648,0.10967,0.15278,0.14804,0.4964,0.38624,0.15065,0.13438,0.12894,0.1265,0.12256,0.20435,0.12492,0.1632,0.59924,0.14307,0.13851,0.11596,0.16729,0.11631,0.12705,0.16039,0.1173,0.13489,0.15572,0.15254,0.16582,0.12703,0.1365,0.16412,0.12442,0.15859,0.1234,0.14114,0.12821,0.1586,0.11079,0.13728,0.13101,0.12027,0.17624,0.153,0.16351,0.12195,0.13954,0.1152,0.15182,0.13931,0.12223,0.12104,0.13596,0.14797,0.11642,0.12215,0.11988,0.10179,0.13473,0.13801,0.54577,0.14274,0.20148,0.17531,0.11852,0.13415,0.14237,0.1265,0.15018,0.12195,0.12209,0.12171,0.12881,0.12461,0.14518,0.13893,0.13991,0.12746,0.12525,0.16215,0.13834,0.13786,0.11536,0.3598,1.0,0.14146,0.15181,0.13243,0.14452,0.12718,0.1129,0.15086,0.12524,0.13252,0.15308,0.11318,0.11047,0.12877,0.1295,0.14049,0.16043,0.12114,0.15369,0.11357,0.15056,0.12366,0.13976,0.13351,0.1335,0.11466,0.11165,0.13248,0.1126,0.11639,0.54128,0.13426,0.13495,0.11734,0.13589,0.15469,0.13722,0.36695,0.13809,0.11793,0.15155,0.13329,0.12822,0.12253,0.15803,0.17801,0.12656,0.11893,0.13145,0.13196,0.14354,0.13429,0.13519,0.13317,0.6246,0.13949,0.12276,0.15979,0.15609,0.12277,0.15354,0.15838,0.14656,0.124,0.59974,0.10233,0.19248,0.15354,0.131,0.5793,0.37919,0.11141,0.15126,0.13297,0.13919,0.13785,0.12209,0.57981,0.14307,0.12543,0.15407,0.17107
Q09316,0.14814,0.12463,0.11917,0.13674,0.12731,0.11373,0.35932,0.15272,0.1314,0.13437,0.11592,0.12191,0.11253,0.13836,0.13468,0.1546,0.1024,0.12806,0.10806,0.14038,0.14393,0.12168,0.11714,0.12628,0.14778,0.11643,0.15355,0.12052,0.14789,0.13078,0.14368,0.1234,0.13696,0.14889,0.14748,0.11795,0.18173,0.10928,0.11919,0.13755,0.13516,0.11302,0.11909,0.11429,0.10911,0.12518,0.1512,0.14113,0.12124,0.11659,0.14525,0.13621,0.40906,0.44433,0.11496,0.11366,0.10533,0.12025,0.11612,0.11825,0.10328,0.12253,0.12336,0.12639,0.12839,0.12102,0.10685,0.11789,0.12102,0.14672,0.10888,0.12658,0.11552,0.13192,0.16051,0.13109,0.11151,0.1255,0.12352,0.21503,0.12296,0.10176,0.13955,0.13377,0.1206,0.13061,0.1315,0.10592,0.13111,0.12445,0.12649,0.11882,0.13609,0.13791,0.1377,0.15743,0.11556,0.14146,1.0,0.14566,0.12138,0.11158,0.10597,0.13298,0.13475,0.11792,0.11598,0.13331,0.14731,0.11764,0.13235,0.15652,0.19377,0.22053,0.14037,0.11669,0.13174,0.15507,0.10421,0.16221,0.13775,0.43082,0.13656,0.14702,0.12235,0.1084,0.12019,0.12801,0.13028,0.13914,0.12492,0.18187,0.1882,0.1605,0.12716,0.15601,0.3865,0.11104,0.14653,0.10909,0.15482,0.11082,0.13472,0.1107,0.10534,0.14236,0.20679,0.13391,0.15198,0.13764,0.14865,0.13493,0.17792,0.12627,0.12323,0.12722,0.17275,0.14541,0.12977,0.12201,0.11997,0.12331,0.4548,0.13012,0.1266,0.44482,0.11394,0.15833,0.11932,0.12682,0.13653,0.1133,0.12449,0.13556,0.13382,0.12234,0.19834,0.13576,0.138
Q0E297,0.14266,0.14501,0.13262,0.16217,0.15642,0.20611,0.16544,0.1521,0.11228,0.11855,0.17861,0.13379,0.16092,0.22186,0.15679,0.17531,0.13091,0.14675,0.1718,0.13029,0.1323,0.1171,0.15796,0.14344,0.11624,0.15672,0.12504,0.12765,0.12575,0.12571,0.14415,0.16099,0.17042,0.13036,0.17389,0.12102,0.14912,0.71911,0.12734,0.14097,0.15443,0.16017,0.18568,0.18306,0.14365,0.11699,0.13577,0.84908,0.15858,0.13329,0.13755,0.12591,0.11461,0.12481,0.13473,0.14317,0.15504,0.16777,0.19343,0.18674,0.13273,0.14977,0.16762,0.19859,0.14872,0.12525,0.16726,0.16691,0.14492,0.13082,0.11154,0.13904,0.16681,0.1339,0.12498,0.13621,0.16413,0.12886,0.13677,0.14215,0.16117,0.11716,0.11987,0.4466,0.13295,0.13498,0.12338,0.15388,0.17747,0.15517,0.14649,0.13432,0.44404,0.33161,0.12562,0.13408,0.12492,0.15181,0.14566,1.0,0.13552,0.14775,0.14339,0.13667,0.14154,0.45254,0.14211,0.11429,0.1419,0.11472,0.14404,0.16331,0.13756,0.12628,0.13176,0.15755,0.1205,0.14777,0.14557,0.94468,0.13037,0.14408,0.87918,0.13694,0.15632,0.1368,0.13105,0.14206,0.14649,0.12352,0.11834,0.15484,0.12151,0.15408,0.12339,0.12324,0.12438,0.71461,0.1073,0.12999,0.15965,0.15531,0.14172,0.1293,0.75116,0.14991,0.12398,0.15349,0.13781,0.13695,0.1538,0.14111,0.12769,0.12816,0.12348,0.13373,0.11301,0.13215,0.16032,0.18169,0.1383,0.13448,0.12577,0.1292,0.14083,0.11935,0.12516,0.15518,0.14171,0.13043,0.14406,0.47454,0.14055,0.17003,0.13594,0.10512,0.12945,0.15198,0.13745
Q0JD33,0.1532,0.1575,0.14905,0.15127,0.13283,0.14233,0.181,0.12406,0.15067,0.14149,0.13865,0.12363,0.13211,0.15978,0.13055,0.11833,0.12895,0.12122,0.15536,0.18235,0.15916,0.12016,0.14695,0.11913,0.15042,0.1566,0.13337,0.90028,0.11743,0.13132,0.12226,0.16406,0.13769,0.1155,0.14932,0.13328,0.49901,0.12916,0.12684,0.14716,0.14055,0.12786,0.13912,0.13497,0.14096,0.12817,0.12077,0.12378,0.1598,0.14448,0.13628,0.81218,0.13064,0.13557,0.11578,0.15275,0.14633,0.15447,0.14544,0.17494,0.13949,0.17103,0.12333,0.12656,0.13079,0.12472,0.14002,0.13635,0.15995,0.11611,0.11616,0.12682,0.12004,0.14419,0.12317,0.13411,0.15309,0.13156,0.13363,0.20447,0.18634,0.13703,0.1248,0.136,0.12737,0.12038,0.13921,0.16116,0.15876,0.12681,0.13504,0.13285,0.14926,0.11734,0.12824,0.11251,0.1105,0.13243,0.12138,0.13552,1.0,0.15003,0.139,0.14798,0.12361,0.17064,0.14323,0.12679,0.15477,0.13159,0.11665,0.1308,0.22448,0.21703,0.14955,0.13534,0.13155,0.1513,0.1189,0.14708,0.15604,0.12715,0.12901,0.1215,0.14128,0.14501,0.13784,0.15252,0.1403,0.11646,0.12691,0.37627,0.33041,0.14791,0.15603,0.12782,0.2155,0.1306,0.1152,0.14279,0.13352,0.14713,0.13071,0.12364,0.11701,0.11943,0.40385,0.13612,0.12878,0.12666,0.13969,0.15563,0.41369,0.14147,0.11682,0.14609,0.36896,0.11076,0.16972,0.14262,0.1493,0.11685,0.14324,0.13817,0.20665,0.15305,0.15882,0.14903,0.12743,0.15375,0.13615,0.15016,0.13133,0.33491,0.14784,0.1424,0.38946,0.15966,0.11241
Q0JKY3,0.12777,0.13036,0.14641,0.12319,0.17333,0.17249,0.12514,0.11446,0.14751,0.14123,0.14268,0.14912,0.14583,0.1292,0.14365,0.12108,0.13377,0.12236,0.17034,0.12951,0.15979,0.12351,0.14292,0.11906,0.15557,0.13901,0.17956,0.12365,0.13468,0.11735,0.12001,0.13187,0.13559,0.1352,0.13287,0.12598,0.14617,0.13802,0.11502,0.11437,0.12593,0.23136,0.13038,0.14748,0.2186,0.1265,0.13209,0.16189,0.80766,0.22064,0.11914,0.12956,0.1242,0.12282,0.17377,0.12723,0.14548,0.12953,0.12841,0.13484,0.15687,0.13417,0.134,0.13085,0.13868,0.14513,0.14396,0.13387,0.16114,0.12701,0.11992,0.1523,0.16302,0.12159,0.12693,0.16445,0.12603,0.13277,0.13209,0.16742,0.1421,0.1308,0.13293,0.13301,0.1196,0.12378,0.13118,0.21789,0.16667,0.14117,0.1639,0.13493,0.16062,0.12715,0.13305,0.12507,0.13622,0.14452,0.11158,0.14775,0.15003,1.0,0.15736,0.26383,0.12291,0.13043,0.11271,0.11248,0.12921,0.13798,0.1351,0.16374,0.1564,0.13212,0.37557,0.14249,0.1243,0.13432,0.11856,0.13637,0.15243,0.1349,0.13603,0.13872,0.1375,0.12899,0.15424,0.11737,0.14748,0.13286,0.14699,0.13448,0.11868,0.13451,0.14706,0.3521,0.13277,0.15476,0.13289,0.16276,0.12718,0.20387,0.20245,0.11165,0.14698,0.14961,0.13443,0.18466,0.11199,0.12088,0.11371,0.13031,0.12881,0.1755,0.13249,0.1298,0.13755,0.13536,0.12771,0.12559,0.2348,0.12237,0.12859,0.16829,0.12462,0.12962,0.1367,0.1676,0.13629,0.14739,0.14577,0.12091,0.12601,0.1385,0.13161,0.13626,0.12776,0.82226,0.13421
